Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
1	6	10	14	19	21	25	27	29	37	0	4	9	11	16	18	22	31	33	36	1	0	76	591	64	572	0	1279	53	0	1	0	0	
3	8	10	11	17	18	30	32	33	39	5	9	20	21	22	25	26	27	35	37	1	1	80	215	0	408	14094	109	0	1	1	0	0	
2	6	8	13	15	27	28	33	34	38	3	5	10	23	24	25	26	30	32	39	3	2	32	76	49	28	77	129	0	4	0	0	0	
3	5	7	19	22	23	24	33	34	37	2	10	14	20	25	29	30	32	36	39	3	3	73	61	0	0	7486	0	5	3	1	0	0	
0	3	8	16	17	22	24	25	26	27	9	10	11	13	14	18	21	33	34	36	1	0	90	915	277	339	837	589	0	1	1	0	0	
2	3	9	11	13	14	23	24	26	36	1	4	8	10	15	18	25	31	37	39	3	1	59	57	0	0	0	95	3	0	0	0	0	
2	10	14	20	21	22	24	27	30	35	7	8	12	16	17	29	31	33	36	39	1	2	62	20	0	216	70	105	43	2	1	0	0	
1	2	9	10	16	21	23	27	28	39	3	7	8	14	20	25	29	30	36	37	3	3	71	122	0	0	0	4	99	1	0	0	0	
1	2	3	7	12	19	26	27	37	38	0	5	11	14	15	22	24	29	32	35	1	0	46	301	58	0	71	0	7	3	1	0	0	
2	8	15	18	19	24	32	35	36	39	0	7	10	13	14	17	22	26	30	38	1	1	80	65	5232	80	235	0	51	1	0	0	0	
3	7	9	12	14	18	24	31	37	38	8	10	13	16	17	21	26	30	35	36	3	2	62	109	10016	0	0	4	18	5	0	1	0	
4	7	10	16	18	27	32	34	35	38	0	5	11	14	22	24	25	30	36	37	0	3	23	0	10900	66	67	0	8	0	1	0	0	
1	6	15	16	19	23	26	30	35	36	2	3	5	13	17	18	22	29	31	37	0	0	57	457	0	282	5381	0	10	2	0	0	0	
0	8	9	12	17	20	23	24	34	35	1	4	6	11	14	16	25	28	32	36	0	1	62	41	0	384	3297	0	3	0	1	0	0	
5	6	10	19	20	22	25	26	33	37	2	7	9	16	17	21	24	27	36	38	1	2	38	184	63	0	153	0	16	0	0	0	0	
0	7	12	25	30	31	33	34	37	39	3	4	5	9	11	15	19	24	27	35	2	3	30	266	0	216	0	2	3	1	0	0	0	
1	7	9	17	19	23	24	25	29	36	5	14	15	18	20	22	26	28	30	38	3	0	67	302	0	15429	6013	0	8	1	1	1	0	
4	18	22	26	28	32	33	34	35	39	2	3	7	12	14	15	19	20	24	30	2	1	17	229	3370	0	544	340	5	3	0	1	0	
8	9	15	16	17	21	29	35	36	38	0	1	11	12	19	20	23	25	26	27	3	2	53	55	0	661	13474	483	0	9	4	0	0	
5	6	12	20	22	23	24	31	38	39	3	14	16	19	26	30	32	34	35	36	2	3	52	0	188	238	4235	4	242	4	1	0	0	
7	12	14	16	17	21	28	29	31	32	0	2	8	13	18	22	24	26	34	38	0	0	80	1086	4043	0	3610	0	42	1	1	0	0	
0	1	5	6	9	14	19	25	29	38	7	12	17	20	23	28	31	33	34	35	2	1	93	100	0	0	28692	0	6	1	0	3	0	
1	4	9	10	13	14	16	18	27	29	2	5	12	21	22	23	26	30	35	36	2	2	56	263	192	486	0	3	32	0	1	0	0	
2	14	18	19	20	28	30	31	32	38	3	5	7	10	12	21	22	23	24	29	1	3	66	23	0	15	0	3	1	0	1	0	0	
10	13	15	18	25	28	33	34	37	39	1	3	5	6	7	8	14	16	23	27	3	0	55	517	9822	175	0	2	5	1	1	1	0	
5	9	10	11	12	26	27	28	29	31	2	3	16	19	20	23	30	32	35	37	3	1	59	135	0	5361	373	734	44	4	1	0	0	
0	6	8	14	17	18	28	29	30	39	1	4	13	16	19	21	27	32	33	37	0	2	83	75	42	31	0	3	11	0	1	0	0	
0	3	8	12	24	25	27	29	34	38	2	6	9	15	16	20	21	26	35	36	1	3	47	116	4714	0	342	2	0	1	0	0	0	
0	5	14	22	26	28	32	35	36	39	2	4	9	12	15	18	20	21	24	31	1	0	42	452	0	721	200	1	10	0	1	0	0	
3	4	9	11	16	18	23	26	31	38	0	1	6	15	17	21	24	32	34	35	2	1	34	84	0	519	5001	80	0	5	1	0	0	
3	9	12	19	20	28	32	33	35	37	0	2	4	5	15	22	25	27	29	36	2	2	101	347	0	6192	0	188	4	3	1	0	0	
0	4	8	9	10	18	24	25	30	36	2	3	6	12	13	22	29	35	37	39	1	3	59	69	10780	48	0	251	2	0	0	0	0	
0	2	8	9	14	17	19	24	30	37	4	6	7	10	12	13	15	22	26	38	2	0	30	1027	57	74	0	4	0	1	0	0	0	
2	16	20	23	29	31	36	37	38	39	0	3	5	13	15	18	26	28	30	35	0	1	58	408	17720	1493	0	501	45	2	0	0	0	
1	3	4	7	14	16	18	20	25	33	2	10	26	30	31	32	35	36	38	39	0	2	21	0	117	80	1117	0	12	1	0	0	0	
0	1	4	6	7	21	22	25	28	36	5	8	9	12	17	26	27	30	37	38	1	3	38	227	116	0	36811	922	8	2	1	0	0	
8	9	10	14	15	16	24	25	33	37	2	6	7	18	19	21	22	26	27	32	1	0	74	512	40	73	145	0	98	1	0	1	0	
0	15	25	29	30	31	33	34	38	39	1	4	6	12	19	21	22	28	35	37	0	1	39	316	5717	0	210	2	8	1	1	0	0	
3	5	10	11	14	15	17	23	26	36	0	2	8	12	20	22	28	29	33	39	3	2	17	28	374	347	0	4	2	1	1	0	0	
6	7	8	10	15	18	22	26	27	32	0	17	21	28	31	33	34	35	37	38	2	3	47	249	140	58	263	0	0	1	0	0	0	
4	9	13	15	18	22	32	35	36	38	1	2	14	16	25	28	29	31	33	39	1	0	56	477	387	140	0	657	95	0	1	0	0	
0	1	2	3	4	6	16	22	33	34	11	13	14	19	20	30	35	36	37	38	1	1	40	0	5048	0	0	63	7	1	2	1	0	
2	3	6	10	23	24	31	32	38	39	5	7	9	13	21	22	25	29	35	36	1	2	59	0	0	0	219	222	2	1	0	0	0	
0	7	15	17	22	23	27	30	32	36	2	6	8	21	28	29	31	34	37	38	2	3	68	100	0	40	243	199	11	3	0	0	0	
5	7	8	13	14	18	19	21	24	39	1	2	9	12	17	20	23	26	32	37	1	0	97	196	2154	0	0	3	4	1	0	0	0	
0	19	22	23	24	25	27	28	33	34	1	5	7	9	10	16	21	32	36	38	3	1	64	239	350	0	0	623	6	2	1	0	0	
3	9	10	11	14	21	23	26	28	37	16	17	19	24	25	27	29	32	36	39	2	2	95	0	70650	816	885	707	3	0	0	0	0	
1	3	5	8	15	16	24	31	33	35	6	11	13	18	27	28	30	32	37	39	3	3	66	150	152	0	0	1603	111	4	1	0	0	
5	6	8	10	11	12	17	22	24	38	0	1	4	13	14	19	23	30	31	37	0	0	68	253	0	0	209	3	7	1	0	0	0	
2	4	6	7	12	16	17	27	29	36	0	5	8	10	15	20	21	32	33	39	1	1	62	398	7900	232	141	0	13	2	0	1	0	
4	6	15	19	21	25	27	28	31	35	2	3	5	10	13	17	20	29	36	37	0	2	38	112	429	3722	162	0	15	0	0	0	0	
0	1	3	7	9	10	12	26	28	34	5	14	15	17	20	25	33	35	37	38	2	3	57	111	0	20917	0	945	19	1	0	0	0	
3	11	12	14	17	22	26	28	34	36	0	5	8	10	15	18	24	31	35	38	0	0	31	502	3173	0	1085	543	21	2	0	0	0	
0	8	10	16	22	26	27	29	30	32	2	6	7	9	18	19	20	34	35	36	3	1	76	131	10089	55	0	240	0	8	0	0	0	
0	12	15	20	28	30	35	36	37	38	2	3	4	10	16	19	22	26	32	33	3	2	74	222	7205	5926	99	0	7	0	1	0	0	
8	11	12	16	18	20	25	34	37	38	6	9	10	13	14	26	30	32	36	39	1	3	90	0	13273	1354	265	0	31	11	1	0	0	
5	8	10	12	14	18	28	33	35	37	1	7	9	13	19	20	23	27	32	36	0	0	84	599	12	0	213	54	1	0	1	0	0	
0	3	7	11	14	16	21	26	35	36	1	5	10	12	18	23	28	31	33	34	1	1	32	51	1030	115	0	20	2	0	0	0	0	
1	6	12	16	22	26	30	31	33	37	0	7	15	18	23	28	29	32	36	39	1	2	70	85	0	185	2044	1044	0	3	0	0	0	
12	13	15	17	18	22	28	29	33	34	0	1	7	8	10	11	16	19	27	30	2	3	83	125	1731	0	0	0	11	5	1	1	0	
1	4	7	8	14	20	26	31	33	35	9	12	15	24	25	27	28	30	32	39	1	0	66	949	0	5978	0	449	14	5	1	0	0	
3	8	12	16	20	21	23	29	34	37	1	4	6	9	10	11	24	27	30	39	3	1	62	60	0	157	2218	104	3	0	1	0	0	
6	8	9	15	16	17	21	28	32	38	2	4	10	13	18	19	24	26	30	31	1	2	75	178	1634	0	119	6	0	1	0	0	0	
0	3	7	10	17	24	26	27	32	39	1	4	9	15	20	23	29	31	37	38	1	3	53	93	293	83	0	348	0	2	0	0	0	
6	9	12	21	23	25	26	32	37	39	0	8	11	13	14	19	22	27	31	36	0	0	74	1407	71	49	0	106	0	1	1	0	0	
2	8	10	14	17	21	22	32	38	39	3	5	9	11	13	18	27	28	29	30	3	1	99	28	0	283	0	322	7	0	2	0	0	
1	9	12	15	16	18	20	22	27	39	3	7	11	17	19	26	28	31	34	35	0	2	42	77	283	178	0	4	7	1	0	0	0	
0	5	18	19	25	26	27	31	34	35	4	10	13	14	15	16	28	29	37	38	0	3	70	39	0	49	0	64	1	0	1	0	0	
4	7	12	14	16	17	22	28	33	39	1	2	5	6	8	18	23	24	29	36	3	0	50	1318	0	8427	0	103	21	7	1	0	0	
0	4	6	8	11	22	24	31	36	37	2	5	7	10	18	21	23	35	38	39	0	1	80	548	162	0	246	0	5	5	0	0	0	
17	23	24	25	27	30	32	33	35	38	2	4	13	14	15	16	20	21	29	34	2	2	41	268	242	3685	0	299	62	4	1	0	0	
5	6	8	9	10	19	24	35	36	38	2	3	7	11	13	22	29	32	33	37	0	3	103	457	2835	1065	0	4	0	4	1	0	0	
1	3	16	17	21	22	23	25	27	38	7	9	12	13	14	19	29	30	34	39	3	0	99	544	0	86	0	189	6	3	1	0	0	
2	5	6	7	8	17	19	25	34	35	1	4	12	27	30	32	36	37	38	39	0	1	106	106	0	228509	659	3	15	1	0	0	0	
2	4	8	15	17	24	30	32	33	35	1	7	9	10	11	22	26	27	31	39	3	2	90	263	0	27021	0	4	56	1	1	1	0	
0	4	10	15	20	22	24	26	28	33	3	5	8	9	11	12	13	25	31	38	1	3	40	992	2344	204	0	270	83	0	1	0	0	
2	8	21	22	25	26	30	31	38	39	4	6	9	14	16	18	20	27	32	36	0	0	64	774	4758	131	0	361	13	2	1	0	0	
8	9	13	18	21	28	32	33	34	36	1	4	6	14	15	20	23	30	35	38	0	1	51	65	301	0	26964	0	4	4	1	0	0	
0	1	3	5	10	18	20	24	30	32	9	12	17	19	21	26	28	35	36	39	3	2	59	80	116	0	239	0	10	3	1	0	0	
0	1	3	4	11	12	27	29	30	32	10	13	16	21	24	28	31	36	37	38	2	3	62	162	70	34	281	0	70	0	0	0	0	
7	8	11	13	29	31	32	33	35	37	5	12	14	15	16	17	18	20	26	36	2	0	70	730	0	7672	528	2078	194	0	0	0	0	
7	17	18	22	23	24	27	31	33	36	5	9	10	11	12	21	25	28	29	30	2	1	92	0	13336	33	0	2	0	2	0	0	0	
2	7	12	19	22	23	26	29	33	39	1	3	6	11	15	27	28	30	35	36	0	2	82	66	0	22190	0	48	0	3	1	0	0	
0	1	11	14	20	21	24	29	31	36	3	4	9	10	13	22	23	30	34	37	2	3	61	0	0	195	86	0	0	2	0	0	0	
3	6	8	9	11	18	26	28	36	38	0	2	4	14	15	17	19	27	31	32	0	0	80	200	142	826	0	4	0	3	1	0	0	
4	5	8	15	21	31	33	35	36	38	6	7	12	17	18	19	20	25	27	28	0	1	74	0	18930	10306	492	187	30	3	0	0	0	
3	12	18	23	29	32	33	35	37	39	0	5	8	11	19	20	22	25	34	36	3	2	63	0	9427	352	511	2	0	2	0	0	0	
1	10	13	19	20	21	26	29	33	35	3	7	12	14	16	17	22	23	27	30	1	3	110	0	332	12357	0	244	18	6	0	0	0	
0	1	6	11	20	22	24	30	34	38	5	7	10	13	14	16	17	25	26	35	0	0	35	516	85	0	166	0	1	1	0	0	0	
1	6	7	16	19	21	25	28	31	32	0	3	8	10	11	18	20	22	27	29	2	1	90	102	85	0	0	0	5	2	0	0	0	
0	5	9	14	15	18	24	25	32	33	2	10	11	17	21	27	28	30	31	35	3	2	48	117	8337	46	0	0	0	2	0	0	0	
1	8	12	23	25	26	28	35	37	39	4	10	13	14	16	18	19	31	33	34	0	3	36	155	754	204	16244	335	0	9	0	0	0	
4	6	8	9	11	19	27	32	36	38	2	7	16	17	20	21	23	25	35	37	2	0	63	1332	20373	0	420	160	16	0	1	0	0	
0	1	5	8	12	13	14	27	33	34	2	10	11	15	18	20	30	35	38	39	2	1	4	0	0	32480	529	0	0	0	1	0	0	
4	7	12	15	19	20	23	33	36	39	0	2	3	9	10	14	25	28	32	38	3	2	78	76	93	49	0	0	14	0	1	0	0	
9	17	23	24	26	27	28	29	30	35	0	1	2	4	7	12	19	20	34	38	3	3	52	0	77323	60415	6530	1001	2	3	0	0	0	
1	6	18	24	27	30	32	34	37	38	2	3	5	8	9	11	12	17	19	25	0	0	116	657	134	0	0	4	257	0	0	0	0	
2	3	8	9	11	14	15	21	23	34	6	18	19	22	24	26	27	31	32	37	0	1	76	125	50	0	3209	1	13	1	0	0	0	
3	7	16	17	20	26	30	32	34	36	2	5	8	10	12	14	15	24	28	39	0	2	38	30	0	205	962	0	20	5	1	0	0	
0	1	2	3	15	16	18	20	26	39	4	9	13	23	25	29	30	32	33	36	0	3	115	137	698	0	8533	0	0	0	0	0	0	
