Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
0	3	5	10	13	14	19	20	28	36	2	4	11	21	25	26	27	35	38	39	3	0	64	601	46	0	362	0	19	2	0	0	0	
2	10	13	20	24	26	27	29	33	36	1	12	14	17	23	25	30	32	34	38	0	1	19	115	126	126	0	508	8	1	0	0	0	
3	8	9	11	19	21	22	25	30	33	0	4	10	17	20	29	31	32	37	39	1	2	46	91	3245	67	0	31	0	1	0	1	0	
4	7	10	12	14	15	17	23	31	38	0	2	5	9	16	18	25	29	30	33	3	3	39	0	1139	227	0	3	3	0	0	0	0	
4	6	7	9	11	12	13	31	35	36	8	14	15	19	20	21	26	27	37	38	0	0	48	546	0	0	345	13	0	10	1	0	0	
2	7	11	18	20	21	25	29	38	39	3	8	12	15	22	23	24	32	34	36	1	1	87	96	0	166	0	3	0	6	1	1	0	
6	7	9	10	24	28	29	32	33	38	13	15	17	19	21	25	26	30	34	35	0	2	47	72	80	0	0	446	77	2	0	0	0	
2	7	12	14	15	16	18	23	31	34	4	8	9	10	13	26	27	32	33	38	2	3	15	83	0	34	0	734	0	4	6	0	0	
0	4	6	7	20	22	30	32	36	37	3	5	8	17	24	26	29	31	38	39	1	0	32	848	2935	79	118	489	12	0	2	0	0	
0	6	7	13	14	16	22	26	33	35	1	4	8	9	15	28	30	36	38	39	0	1	101	56	0	165	750	0	3	1	0	0	0	
4	5	10	15	18	23	24	25	28	34	2	7	13	14	17	19	22	29	37	38	1	2	102	93	1130	0	329	0	10	1	0	0	0	
0	3	4	5	11	13	14	22	24	36	1	15	25	27	29	30	31	35	38	39	3	3	100	58	131	0	182	94	0	1	0	0	0	
4	9	15	16	17	21	23	33	34	37	7	10	12	18	20	22	25	30	31	35	0	0	19	470	55	0	190	1	0	6	0	0	0	
1	5	6	11	13	15	26	27	29	39	0	2	3	18	23	24	28	31	34	38	1	1	58	45	1465	0	192	71	9	0	0	1	0	
3	5	6	7	17	20	30	32	37	38	8	15	16	18	25	26	27	28	34	39	2	2	79	252	0	327	1784	471	10	2	1	0	0	
0	6	7	11	22	24	28	29	34	38	1	5	13	20	23	25	26	32	33	37	1	3	18	0	138	93	0	127	0	9	0	1	0	
2	13	18	19	21	26	28	30	35	36	1	3	5	7	17	25	29	31	38	39	0	0	88	476	94	0	80	2	0	3	0	0	0	
2	3	8	9	12	17	22	23	26	29	0	1	13	19	20	27	28	31	35	37	3	1	45	303	322	261	593	331	15	0	1	0	0	
