Mode: 22 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
1	2	5	9	11	13	18	31	33	38	8	10	12	19	21	23	25	26	34	39	0	0	72	3616	381	0	4739	131	44	6	183	1	0	
4	6	11	14	21	22	23	25	26	30	0	3	5	15	16	19	27	28	31	36	2	1	72	209	119	137	235	0	23	17	1	1	0	
1	2	5	9	11	13	18	31	33	38	8	10	12	19	21	23	25	26	34	39	2	2	90	708	15539	1686	939	969	53	15	0	4	0	
0	1	9	18	19	23	26	27	37	39	5	14	21	24	25	28	29	31	33	38	2	2	120	54	0	12245	0	27	101	0	4	11	0	
0	2	12	14	18	22	24	26	31	32	3	4	6	10	19	21	25	30	36	38	3	3	54	0	0	1124	745	123	0	5	2	0	0	
3	9	11	12	13	20	21	28	31	33	5	8	16	18	24	25	30	34	35	39	3	0	75	622	0	0	0	179	20	0	5	0	0	
0	3	5	11	13	15	24	28	29	36	1	7	12	14	16	21	22	33	35	38	0	3	37	79	162	579	473	708	0	18	27	10	0	
11	14	15	17	22	23	25	28	37	39	0	1	2	8	9	19	31	33	34	35	3	0	99	3704	50165	137	493	44	0	7	1	0	0	
2	9	17	18	20	24	26	30	32	38	0	3	6	7	8	12	21	25	28	34	0	1	100	91	0	2879	944	266	5	2	0	0	0	
12	16	20	22	27	30	35	36	38	39	2	5	7	13	18	26	29	31	33	37	3	2	69	481	745	89	256	4	1198	0	2	0	0	
4	12	15	17	18	19	22	37	38	39	8	10	14	16	23	26	27	30	31	35	3	3	107	646	34597	7922	0	0	53	33	0	32	0	
1	6	8	12	19	22	24	27	29	37	2	4	13	14	17	18	25	32	35	36	2	0	54	1275	483	146	0	0	0	14	11	3	0	
1	4	6	9	22	25	27	28	30	34	0	10	13	15	16	19	20	23	31	36	2	1	74	898	150120	6613	582	843	93	4	1	1	0	
0	1	3	20	21	22	24	29	33	37	4	13	18	19	23	25	28	32	36	38	0	1	55	249	582	1649	573	719	7	0	1	0	0	
2	6	8	10	15	18	24	31	38	39	5	7	11	20	23	25	28	32	33	37	1	2	62	112	2875	0	113	674	0	8	1	0	0	
0	2	8	10	11	13	21	25	26	32	3	6	7	9	12	15	24	28	29	35	3	2	29	448	248	249	309	0	0	0	9	10	0	
2	8	12	13	16	19	24	30	37	38	0	1	7	15	17	18	27	29	31	35	0	3	62	751	249	0	964	0	20	0	2	0	0	
3	4	7	9	12	13	14	15	21	36	2	5	11	16	17	20	22	26	32	34	2	0	5	1198	27696	161	468	0	1287	2	1029	1	0	
0	6	19	20	23	25	34	35	37	39	3	13	14	15	16	18	26	30	32	38	0	1	35	556	2757	149	186	0	681	36	1	0	0	
1	3	4	8	17	21	25	28	30	36	5	6	12	13	15	16	18	22	33	39	3	3	61	0	24289	0	1153	2236	0	14	1	0	0	
10	12	16	19	25	28	29	31	37	39	1	6	8	13	18	20	22	24	33	36	0	0	53	937	12454	3113	710	387	3	0	3	1	0	
2	6	7	11	13	16	23	26	35	38	0	15	18	22	29	30	32	33	34	36	3	1	70	85	62	109	103	0	16	0	1	0	0	
9	18	21	25	26	28	32	33	35	39	0	2	4	6	7	8	14	17	20	37	1	2	46	0	97669	1015	1295	630	151	3	1	1	0	
2	6	7	9	16	22	25	26	33	39	4	12	18	24	27	32	34	35	37	38	3	2	117	247	332	0	35384	5	143	1	1	0	0	
1	4	5	7	14	15	22	32	36	39	0	3	10	23	24	26	28	30	37	38	3	3	88	0	1805	1489	185	0	64	6	2	1	0	
2	8	9	15	17	20	26	35	37	39	4	5	6	10	11	13	22	25	32	33	2	3	59	85	8233	0	161	0	23	23	0	51	0	
1	4	7	10	11	14	22	25	29	35	0	6	9	12	17	20	23	28	34	36	0	0	82	2393	440	299	0	0	0	7	4	0	0	
7	13	17	18	22	27	29	36	38	39	2	3	4	9	11	15	23	25	32	35	3	1	80	164	1941	0	173	261	0	14	2	4	0	
1	2	9	13	16	20	24	25	32	35	6	7	11	21	23	27	28	31	33	39	2	2	93	73	0	199	0	196	0	0	1	0	0	
3	4	8	10	17	18	20	22	30	35	0	2	5	7	12	13	16	33	36	38	3	3	53	138	0	2785	1717	278	0	525	1	1	0	
1	3	8	9	18	20	27	28	29	38	0	4	13	14	15	16	22	26	33	36	1	0	90	1359	19642	0	961	2088	0	10	2	1	0	
0	7	8	17	24	26	34	35	37	38	1	3	4	5	11	15	20	25	33	36	2	0	53	1511	13692	0	162783	2229	2299	30	1327	6008	0	
2	6	8	10	15	20	23	29	30	35	4	9	13	18	19	25	33	36	37	39	0	1	99	168	2032	0	1469	1559	0	40	162	0	0	
4	5	8	19	22	25	26	28	32	37	10	16	18	21	24	29	30	31	34	35	1	1	69	2488	41203	0	929	127	17	8	28	19	0	
0	5	7	8	10	14	16	19	25	34	1	4	11	12	23	29	31	32	33	39	1	2	66	714	26417	15893	1068	4	0	1216	2	1	0	
4	12	14	16	18	23	28	30	38	39	3	5	10	13	19	21	29	32	35	37	2	2	82	470	618	0	42203	0	11408	1282	2993	0	0	
2	5	7	20	22	23	25	33	35	36	1	12	14	24	26	29	31	34	38	39	3	3	66	405	464	1436	640	160	21	0	7	0	0	
3	4	5	8	11	12	13	15	27	38	6	7	9	10	14	16	19	22	28	34	0	0	117	2071	0	0	0	32	16	16	14	0	0	
4	6	8	9	12	14	17	24	30	38	2	7	16	20	21	29	31	36	37	39	1	1	86	559	1210	15245	9237	932	11	0	1007	3	0	
1	9	10	16	18	21	28	30	32	39	3	4	5	8	11	15	19	24	29	37	2	2	70	347	0	2199	13218	11	124	5	3	0	0	
2	3	6	10	19	23	24	25	26	31	1	4	8	11	12	16	18	21	28	32	2	3	90	267	589	0	599	0	0	6	0	1	0	
3	9	10	13	21	25	27	29	34	37	1	2	4	8	15	16	22	31	32	38	1	0	67	2574	0	33864	0	1116	57	10	0	0	0	
2	11	14	15	23	24	25	26	35	36	4	6	8	10	13	18	21	22	31	33	0	1	10	0	604	358	674	270	37	13	0	0	0	
1	3	9	13	16	22	24	25	26	32	12	15	18	27	29	31	33	35	36	38	2	3	63	297	279	0	3825	7457	72	14	16	6	0	
1	2	3	9	14	27	28	32	34	35	7	10	15	18	20	21	22	29	38	39	1	0	100	804	0	0	7715	2	5	1030	0	3	0	
5	8	9	17	18	20	23	27	31	33	0	1	6	10	14	16	19	37	38	39	2	1	61	114	0	160	4902	0	7	10	0	48	0	
1	2	8	17	20	24	28	31	34	36	9	13	14	16	18	19	21	22	27	37	1	2	82	381	138	0	14943	2699	15	1	1	0	0	
2	8	9	10	11	16	22	23	29	34	6	12	15	24	27	28	30	31	33	39	3	3	71	50	0	0	2236	440	0	4	3	1	0	
5	7	12	17	22	23	28	29	33	37	0	4	9	14	16	18	20	25	27	38	2	0	69	821	0	212	129	109	0	4	0	1	0	
7	14	19	20	26	33	34	35	37	39	2	13	18	24	25	29	30	31	36	38	1	2	65	258	0	69785	0	869	0	11	11	5	0	
4	6	7	11	22	24	25	26	28	39	5	8	9	10	13	17	19	29	31	35	0	1	72	243	1037	0	18851	16	1	3	4	1	0	
0	2	5	6	8	10	16	17	27	33	4	15	19	23	24	26	30	31	32	36	1	2	71	0	0	2873	541	193	17	9	1	0	0	
6	8	13	14	17	19	20	22	27	33	0	1	2	4	12	18	23	28	37	39	0	3	55	0	1240	193	11099	141	0	17	4	1	0	
0	2	9	12	18	19	24	27	29	32	1	5	6	17	20	22	23	36	37	38	0	3	84	0	712	12648	1848	65	0	14	1	0	0	
0	3	8	9	11	12	15	18	22	28	10	13	16	17	20	25	29	32	35	36	0	0	72	1638	0	965	1998	754	692	0	1	1	0	
0	1	2	7	9	15	26	28	31	35	4	8	11	14	19	23	25	30	34	38	1	0	72	1201	0	48975	0	718	32	6	1	3	0	
5	10	13	15	18	21	28	29	30	36	0	3	4	7	8	17	19	27	31	32	1	1	83	140	0	1894	215	0	49	5	1	1	0	
2	10	21	27	31	32	34	35	36	38	1	5	9	12	13	14	19	22	23	39	3	1	88	1038	1014	0	1847	1612	57	36	3	1	0	
0	5	7	15	16	21	22	24	33	39	1	3	4	6	8	10	11	19	29	35	3	2	57	766	195	0	88	137	0	6	2	1	0	
4	5	8	14	17	18	21	28	32	37	2	11	12	25	29	34	35	36	38	39	3	3	100	123	2301	755	0	3578	67	5	2	0	0	
5	13	19	20	27	28	32	33	34	37	0	3	6	7	9	11	14	25	36	38	1	2	41	0	897	210	4773	0	3083	6422	6	8	0	
1	3	6	10	16	21	25	27	33	35	2	7	8	12	15	17	18	20	26	37	2	3	51	603	76	0	1667	467	19	0	0	8	0	
1	3	7	9	15	19	24	31	33	35	2	5	8	11	14	17	20	25	29	39	0	0	109	1767	89	0	303	0	8	9	4	4	0	
8	11	15	22	23	27	32	36	38	39	1	9	12	14	16	17	26	29	30	34	2	1	49	528	11743	443	170	0	17	0	2	1	0	
2	4	10	12	21	29	30	33	34	36	5	7	9	11	13	14	16	25	28	31	2	2	37	182	0	31460	0	2025	31	721	0	0	0	
0	3	10	16	18	19	23	28	29	36	5	9	12	13	22	27	32	33	38	39	0	3	62	221	8442	313	0	612	6	0	3	1	0	
2	3	10	16	18	20	22	25	37	38	12	15	19	23	24	27	29	34	35	36	3	0	63	1316	1750	0	1645	0	7	0	2	1	0	
