Mode: 22 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
2	6	7	8	10	13	22	31	36	39	5	9	15	18	21	23	26	28	30	37	1	2	67	0	3576	1021	0	3873	45	2	0	0	0	
3	21	22	23	25	26	34	35	36	39	0	2	5	12	15	18	24	27	30	31	2	3	79	334	9624	95	0	0	2	19	6	0	0	
2	3	4	5	21	30	31	32	33	34	7	9	12	13	15	18	19	22	24	35	2	0	33	190	0	0	0	107	13	0	0	0	0	
0	2	17	18	20	22	24	29	35	36	5	6	9	11	13	19	23	26	32	34	0	1	54	145	0	732	63	0	0	8	2	0	0	
2	6	7	8	10	13	22	31	36	39	5	9	15	18	21	23	26	28	30	37	3	0	71	2558	0	1469	15861	0	64	908	2	4	0	
11	13	21	23	25	26	27	31	32	33	1	7	12	14	15	19	22	24	30	34	1	2	48	1053	19252	502	70556	0	166	10	5	4	0	
1	5	15	16	18	20	22	25	34	36	3	6	11	12	13	24	28	29	33	38	0	3	52	269	0	197	243	0	11	3	0	1	0	
2	3	5	12	19	22	24	28	31	37	4	6	8	9	10	11	18	30	35	39	0	0	97	1604	259	0	1319	633	17	0	2	0	0	
0	3	4	10	14	18	20	21	29	33	1	11	15	25	26	28	30	36	38	39	1	1	82	731	4519	0	1011	105	6	0	0	0	0	
2	3	5	13	15	16	25	32	36	38	4	18	19	20	21	29	30	33	34	39	0	2	4	98	0	0	65	334	3	1	0	0	0	
9	10	12	14	15	16	23	33	37	38	3	4	13	20	21	28	30	32	34	35	0	1	32	0	134469	2254	0	1203	87	2727	975	7	0	
7	11	14	17	22	24	25	34	35	39	0	4	8	9	10	12	21	26	37	38	1	3	56	0	1901	117415	14138	6786	173	64	0	6227	0	
4	9	12	14	15	16	17	21	27	28	2	5	6	8	19	25	26	34	36	38	1	0	87	5510	1250	10823	3164	3130	35	38	6	1	0	
18	20	21	24	26	27	28	30	32	38	0	2	6	8	12	13	17	19	25	29	3	2	71	0	378455	15892	2155	5984	90	13	12	13	0	
0	3	8	13	14	17	21	31	35	39	4	6	16	18	19	23	24	25	29	34	2	3	75	0	2657	960	723	81	7	1159	0	0	0	
1	3	4	6	8	13	19	31	32	33	0	2	7	12	15	21	25	26	36	39	0	0	94	2646	2341	0	0	1083	328	0	4	2	0	
3	6	10	13	15	16	19	20	23	36	0	8	11	12	14	22	31	32	33	37	0	1	40	255	0	59748	0	3679	1076	0	2	1	0	
0	5	10	11	14	27	29	32	33	38	9	15	18	20	21	23	25	26	34	36	2	2	85	114	75	81	0	1038	0	7	1	0	0	
8	9	10	13	18	22	24	26	33	38	0	2	3	11	15	16	27	28	30	36	3	3	69	83	0	260	41	516	23	0	2	0	0	
0	1	4	5	18	21	26	27	30	35	2	3	6	11	12	16	17	23	24	28	3	0	20	1667	0	15688	9508	254	0	4	1	1	0	
1	16	19	20	24	25	26	29	34	37	3	9	14	15	22	30	31	35	36	38	3	1	80	0	265	0	53183	892	0	12	3	0	0	
1	2	4	8	11	18	21	24	28	32	0	9	17	19	22	23	27	33	36	38	0	2	98	0	859	47135	342	113	0	0	0	0	0	
7	14	19	22	27	28	30	35	37	38	0	9	11	12	13	15	21	23	31	33	2	3	80	442	8901	9636	1453	307	0	0	2	1	0	
2	5	6	15	17	20	23	33	37	39	1	4	9	10	13	14	27	35	36	38	3	0	74	1936	85	0	143	287	0	0	2	1	0	
4	15	17	18	20	21	22	27	34	39	0	2	9	10	19	23	26	31	33	36	0	1	46	266	0	760	0	7	0	5	1	1	0	
12	15	17	18	22	26	30	32	38	39	0	3	5	7	9	23	24	27	28	35	2	2	84	1426	2018	95747	19504	0	114	5	2	3	0	
8	9	11	13	16	18	19	22	32	34	4	7	17	20	21	25	27	28	35	38	0	1	66	0	4701	697164	4476	0	1411	0	2	1	0	
0	3	9	14	17	18	24	33	37	38	2	5	6	13	15	21	22	27	29	31	1	2	65	897	308	438	0	9	0	2	1	0	0	
1	4	9	11	12	13	17	26	28	30	3	5	10	16	22	23	27	32	36	39	2	3	61	804	5548	229	158	129	0	0	0	16	0	
0	3	4	7	15	27	30	31	38	39	2	8	10	14	20	22	24	29	32	34	3	3	69	0	32324	163	1668	0	289	6	0	11	0	
8	12	16	20	21	24	35	36	37	39	7	10	11	14	19	23	26	29	32	34	1	0	75	825	3033	167	0	0	877	48	38	25	0	
5	7	9	12	13	26	29	31	32	34	3	8	11	15	21	22	23	25	27	39	3	0	59	1018	0	3408	2617	210	0	18	905	6	0	
5	7	10	11	18	24	27	28	33	38	1	2	6	13	15	17	29	30	32	34	0	1	42	263	70	0	24063	327	0	4	3	1	0	
