Mode: 22 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
4	10	12	18	22	24	30	32	37	38	7	8	9	11	21	23	25	28	35	36	1	0	67	1845	0	1466	571	0	0	6	2	0	0	
4	10	12	18	22	24	30	32	37	38	7	8	9	11	21	23	25	28	35	36	0	2	64	273	4053	0	49318	1413	0	8	4	1	0	
4	6	15	18	22	26	35	37	38	39	0	5	7	10	11	16	30	31	34	36	0	3	41	158	3182	5103	0	292	0	2	0	0	0	
9	13	14	16	17	18	28	31	33	36	0	7	10	11	24	25	27	29	38	39	1	1	102	549	84	0	26408	223	48	1	1	0	0	
1	8	9	19	23	25	27	28	32	38	0	3	4	10	11	15	17	22	26	30	0	2	117	212	6181	0	2713	0	19	11	5	3	0	
1	7	10	14	17	23	26	27	28	39	2	5	6	9	19	20	24	25	32	38	2	0	97	1350	0	1904	12119	40	45	19	38	21	0	
1	2	12	18	21	24	27	30	34	37	3	7	8	9	13	14	25	28	33	35	1	1	77	150	0	678	0	0	9	7	1	0	0	
6	9	13	15	21	26	27	34	35	37	0	1	16	17	20	23	25	28	29	32	0	3	40	134	837	999	3668	247	0	19	120	0	0	
1	2	9	10	13	19	23	28	37	39	3	5	8	15	18	20	25	27	29	31	0	2	114	191	85	0	111	177	0	193	0	173	0	
8	10	12	20	21	22	31	32	36	39	1	2	9	16	24	25	29	30	35	37	0	0	71	454	944	419	1261	0	65	762	2150	0	0	
1	12	26	29	31	34	35	36	37	38	5	6	8	10	11	14	18	19	20	32	3	3	101	3333	0	2167	6154	0	1149	2170	244	3	0	
4	11	22	23	24	26	28	30	35	39	1	13	15	17	18	19	25	27	31	32	2	1	86	0	642	594	3860	1375	375	29	12	6	0	
0	3	5	12	14	18	22	23	27	37	7	8	16	19	25	28	30	31	32	35	0	2	56	0	619	16201	0	626	52	46	4359	26	0	
4	9	11	26	27	28	30	34	35	36	3	6	7	8	13	16	19	24	31	37	3	3	72	423	9425	0	1092	1691	54	0	0	27	0	
0	10	12	13	14	15	16	19	22	27	3	9	11	20	29	32	33	34	38	39	2	0	83	2520	4458	1578	99746	2045	1795	3	1	11	0	
3	21	23	24	25	26	29	30	33	34	2	4	5	12	19	22	31	32	37	38	1	0	37	3594	45343	450	2250	320	12	3	0	2	0	
0	5	14	22	25	28	30	35	38	39	3	6	7	10	18	19	20	31	34	36	3	1	78	107	9016	0	23798	0	0	82	158	33	0	
7	9	12	13	19	29	32	33	34	37	2	6	8	10	15	22	26	27	28	39	3	2	90	186	0	0	5756	0	0	0	37	4	0	
0	9	20	23	27	28	29	32	33	34	5	6	16	18	19	21	24	30	31	35	3	1	92	1407	1219	41959	0	4634	29	4	1	1	0	
3	4	11	18	20	23	27	29	33	39	0	1	6	9	12	14	26	31	34	35	2	3	86	100	0	755	767	0	127	24	23	14	0	
6	12	16	18	24	29	30	34	37	38	4	7	8	10	14	21	25	27	28	33	3	2	51	0	588	510	945	960	0	23	0	0	0	
3	11	13	14	26	27	32	33	34	36	0	4	5	10	12	20	21	25	28	39	1	3	49	0	2143	24048	0	69	2	1	1	0	0	
7	9	17	24	25	29	31	32	35	36	6	8	12	13	20	23	26	30	37	38	2	0	90	2159	2360	0	221	229	4	1	0	1997	0	
