Mode: 22 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
0	1	5	6	13	15	23	31	35	39	2	7	12	18	20	21	24	25	30	38	3	0	23	1675	13781	0	1465	2217	0	11	17	0	0	
0	1	5	6	13	15	23	31	35	39	2	7	12	18	20	21	24	25	30	38	1	2	14	7313	22602	321	148	49	0	0	28	18	0	
0	6	9	12	16	19	21	22	28	30	1	11	14	20	23	24	25	29	31	35	2	1	100	236	259	0	14008	495	88	30	0	16	0	
4	8	11	16	19	21	30	34	36	37	1	3	5	13	15	17	18	25	32	38	1	3	90	0	373	48647	0	10	28	14	3	0	0	
0	6	16	18	22	25	29	30	32	35	1	3	4	10	11	13	23	31	33	37	0	2	53	221	335	0	154365	1568	52	0	2	1	0	
6	9	10	14	15	22	23	24	31	33	1	3	4	11	13	20	25	28	29	38	0	0	33	1395	0	419	0	413	0	93	133	0	0	
2	3	6	10	11	12	17	21	30	36	1	7	8	9	16	24	26	32	34	39	3	1	56	732	513	0	5333	0	0	5	819	3	0	
0	9	11	13	14	15	19	22	23	37	1	5	7	12	16	26	27	32	35	38	2	2	67	2080	0	40954	0	2095	56	7	2	1	0	
2	10	14	19	20	28	31	34	35	38	1	11	13	18	21	22	25	29	32	37	2	3	98	0	975	176872	0	8299	21	0	2	0	0	
1	6	13	16	22	29	30	35	36	38	2	3	9	10	18	19	25	31	34	37	1	0	92	1788	0	15137	2471	2198	61	55	0	9	0	
11	21	22	23	26	28	32	33	37	39	0	1	2	3	6	7	12	16	24	30	0	1	72	390	6402	0	1485	967	36	8	4	0	0	
3	4	5	7	8	10	28	30	33	39	0	2	11	27	29	31	34	35	37	38	2	3	57	0	544	252	9588	1823	178	183	0	83	0	
9	12	14	21	27	28	29	32	35	36	1	3	5	7	10	15	16	30	33	38	2	0	63	3192	0	1039	32058	8	702	25	0	2	0	
5	6	13	22	24	31	32	33	34	37	1	3	4	10	12	16	17	21	23	29	2	2	65	127	0	141	0	1043	292	6	3	4	0	
1	5	10	11	21	25	26	27	31	32	3	4	7	16	23	24	33	35	36	37	1	1	10	171	0	244	8833	445	46	37	0	181	0	
10	11	13	21	22	23	26	27	34	39	6	8	12	14	16	28	29	33	36	38	0	2	56	2452	2419	786	327	70	0	9	7	0	0	
0	2	6	11	17	19	22	28	30	35	5	7	8	9	10	15	23	24	29	34	0	3	117	268	0	57956	0	2530	111	0	1	0	0	
4	7	8	9	15	17	19	20	22	24	1	2	5	13	21	26	30	32	33	36	0	3	79	2813	1049	24259	0	83	5	0	1	0	0	
7	8	9	12	15	21	26	27	28	31	2	3	14	22	23	32	33	35	37	38	3	0	72	1992	4704	0	214	303	62	0	4	18	0	
3	5	13	16	23	27	32	35	36	37	0	4	6	14	15	19	21	24	30	39	1	0	97	627	5652	249	0	427	0	13	0	13	0	
6	9	16	17	21	24	25	26	29	30	1	2	4	10	18	22	23	28	34	39	2	1	88	554	0	1889	12656	0	10	10	5	4	0	
2	3	6	10	15	24	25	30	32	39	0	5	7	13	14	16	18	20	27	38	0	2	67	277	103	0	0	0	20	0	9	8	0	
1	9	14	15	19	21	23	24	29	30	0	5	16	17	20	27	28	31	34	36	2	3	80	428	0	33102	1836	490	0	5	3	3	0	
1	2	9	13	25	33	34	36	38	39	0	3	6	12	14	18	26	31	32	35	2	1	30	0	2781	5695	131609	1571	54	0	3	0	0	
3	11	18	21	25	27	28	31	34	36	7	13	14	16	19	24	26	29	32	35	3	2	87	302	241	0	0	227	11	11	0	1	0	
0	6	7	11	12	14	18	19	21	31	9	10	15	23	24	28	33	34	35	39	2	3	69	0	1238	979	0	742	154	9	4	1	0	
1	5	6	12	13	14	21	24	25	35	8	15	18	23	27	29	30	31	32	33	2	0	71	1193	131	81	0	0	0	2	1	1	0	
0	3	7	16	20	21	24	31	32	34	2	5	10	11	15	23	26	33	37	39	3	1	57	154	0	253	553	5	0	0	0	1	0	
7	15	17	18	19	30	36	37	38	39	4	5	6	12	20	21	22	29	32	33	3	0	120	1789	45084	28294	644	7	0	25	5	6	0	
1	6	7	8	13	17	22	28	31	32	5	12	16	20	27	29	30	35	38	39	3	1	102	246	0	465	900	133	578	0	0	200	0	
1	2	13	18	20	28	29	30	34	39	3	8	11	14	15	16	21	24	27	37	0	2	40	460	10468	0	8816	1555	0	17	2	0	0	
1	11	13	15	18	21	23	28	34	39	3	5	6	7	9	10	22	26	32	35	1	2	74	464	156	2192	1046	1064	104	0	5	12	0	
0	5	8	15	17	22	25	28	33	38	1	3	4	7	9	16	20	24	37	39	3	3	89	145	148	6542	0	200	20	0	0	0	0	
4	11	19	20	26	27	31	33	35	37	5	12	16	21	23	28	30	32	38	39	0	3	55	0	1209	8884	9435	189	17	0	0	1	0	
2	3	5	6	11	14	17	19	21	36	7	8	9	15	18	25	29	30	31	34	1	0	95	2125	49292	827	388	1199	52	17	5	3	0	
4	8	16	23	25	26	31	34	36	37	6	9	13	14	19	20	28	32	33	35	3	1	75	256	258	0	413	537	0	6	2	0	0	
0	3	7	21	23	28	30	31	32	37	5	8	9	11	14	15	18	29	35	36	2	0	68	980	182	0	66	160	34	4	2	1	0	
0	1	7	11	12	13	18	23	25	33	4	5	9	10	16	21	24	28	32	36	1	1	55	0	660	514	15213	137	37	0	15	0	0	
1	5	6	9	12	13	14	34	36	39	3	8	10	15	18	19	29	31	33	35	3	2	94	0	0	3023	55095	0	8937	4	4	3	0	
3	8	10	11	12	25	27	31	34	37	0	4	5	9	18	20	24	26	28	36	0	2	68	165	2412	40	0	230	0	26	1	0	0	
3	10	17	18	19	22	24	25	28	34	0	2	8	12	14	15	20	23	30	35	3	3	26	0	1687	45687	67741	4122	109	37	3856	3	0	
3	6	10	12	14	17	28	29	33	39	0	1	7	8	11	16	19	27	32	35	1	0	87	886	0	452	0	24	33	29	6	0	0	
11	12	14	15	16	22	27	31	34	36	1	2	6	8	20	23	28	29	35	38	2	1	81	250	404	3541	2626	1005	528	13	5	3	0	
4	5	6	7	14	15	24	30	33	37	0	1	11	18	23	25	28	29	34	35	3	2	19	0	1043	0	46274	4003	1516	738	0	1	0	
0	3	5	8	12	17	18	19	25	33	1	2	9	15	16	29	30	35	37	38	2	3	70	0	789	12304	8977	12297	290	17	8	4	0	
