Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
0	5	8	10	13	17	28	31	37	38	4	11	14	19	20	21	25	32	33	35	2	0	29	145	380	316	32	0	14	2	1	0	0	
0	4	9	15	19	29	31	32	34	39	2	6	7	17	22	26	28	30	36	38	3	1	120	0	4007	0	38	10	0	1	1	6	0	
11	12	16	22	23	26	29	30	33	34	0	1	2	8	14	17	18	19	24	27	2	2	110	23	10	0	39	0	4	7	1	1	0	
1	4	13	16	18	19	24	25	31	38	0	5	6	7	17	20	30	34	35	37	3	3	70	20	67	0	197	44	46	0	1	0	0	
2	3	6	7	9	13	19	22	28	29	1	11	20	25	27	31	32	33	34	36	1	0	56	400	731	0	130	269	180	11	1	0	0	
0	1	3	6	15	17	22	23	35	38	9	14	16	18	25	26	27	28	30	36	1	1	47	0	7	39	0	1	2	0	1	0	0	
2	4	9	11	13	19	25	26	31	36	5	8	14	15	29	32	33	35	37	39	3	2	94	30	799	0	28	18	0	0	1	0	0	
0	7	8	9	17	19	22	25	31	32	3	4	10	16	20	23	27	30	33	34	1	3	47	52	0	1738	0	51	48	5	1	0	0	
1	7	11	15	16	23	24	26	29	37	0	3	4	8	21	25	30	31	35	39	1	0	35	87	0	39	48	61	38	2	0	0	0	
0	1	11	12	16	21	22	24	26	38	5	6	7	13	19	20	29	31	37	39	1	1	59	0	1006	40	39	31	0	0	1	0	0	
1	4	5	7	15	21	29	30	35	36	2	10	14	19	23	24	28	31	32	38	2	2	65	0	3357	3011	124	0	67	1	0	0	0	
2	4	8	12	18	23	24	25	26	32	6	10	14	15	16	21	28	34	36	39	0	3	19	0	97	1441	442	8	0	0	1	0	0	
