Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
2	6	8	11	16	17	21	28	36	37	3	7	12	15	25	27	31	32	35	38	3	0	75	281	19	0	321	0	5	1	1	0	0	
2	5	6	9	10	12	23	25	29	38	13	14	17	18	20	22	26	28	31	39	0	1	72	63	991	12	0	1	0	0	1	0	0	
6	16	17	21	26	27	31	35	38	39	0	1	4	10	12	18	20	23	32	37	0	2	48	75	0	0	8081	13	2	1	0	0	0	
1	3	5	23	27	29	30	31	36	38	0	2	7	21	22	28	32	34	35	37	3	3	85	131	11	268	910	86	24	3	0	7	0	
0	6	8	17	23	25	27	30	32	33	5	10	14	18	21	24	28	34	36	39	3	0	45	68	855	0	49	0	36	0	1	0	0	
1	5	13	14	16	20	25	33	36	38	6	9	10	12	15	18	19	22	23	30	3	1	29	8	0	58	15	0	15	3	1	0	0	
0	2	7	13	14	17	18	24	35	36	1	3	4	8	12	15	19	25	30	32	3	2	4	17	969	17	0	12	1	2	0	0	0	
2	6	9	11	12	21	24	27	28	39	0	3	5	15	19	20	30	31	32	34	0	3	91	0	0	0	4293	3	17	2	1	0	0	
0	2	4	7	14	16	24	29	33	39	6	12	15	17	18	19	21	34	35	37	1	0	87	191	0	79	19	59	6	0	1	0	0	
1	6	8	12	14	16	18	24	26	39	5	10	13	19	20	22	25	28	30	38	1	1	88	31	0	4192	81	0	0	0	1	0	0	
6	11	17	18	20	23	28	32	35	36	1	2	16	22	24	25	29	30	33	34	2	2	70	35	17	18	74	31	0	5	1	0	0	
6	9	10	13	15	16	25	29	30	33	2	7	17	18	19	27	28	31	34	35	2	3	60	29	0	2785	23	24	0	12	1	0	0	
0	4	8	10	13	15	19	25	28	32	2	11	12	16	18	22	24	27	33	39	2	0	73	248	53	0	73	71	25	0	0	0	0	
1	4	14	20	22	23	24	25	27	29	11	12	13	15	18	19	28	32	36	39	3	1	11	115	81	69	383	120	134	5	0	0	0	
2	7	8	12	13	16	17	22	23	27	6	14	15	19	24	26	29	31	33	36	1	2	62	82	29	0	1122	1	21	7	1	1	0	
1	6	9	11	13	23	24	26	35	38	0	2	4	10	15	17	18	20	27	36	3	3	47	20	84	9	40	0	13	1	0	0	0	
4	10	12	14	15	18	22	26	32	39	1	9	16	20	21	24	27	29	34	38	2	0	85	775	2239	261	217	141	44	0	1	0	0	
0	4	5	8	11	17	22	26	28	35	2	6	9	12	13	19	24	27	29	39	1	1	97	22	30	61	1816	0	6	0	0	0	0	
8	12	15	26	27	30	33	35	36	37	2	3	7	9	13	18	20	21	25	38	1	2	38	13	0	133	34	0	171	2	0	0	0	
3	11	13	23	28	32	33	35	37	39	0	4	5	12	17	22	24	29	34	36	0	3	43	26	0	111	0	121	23	16	1	0	0	
13	14	18	21	23	29	30	31	33	38	4	5	7	11	12	19	26	28	34	39	0	0	82	161	410	201	272	0	11	2	1	0	0	
1	6	8	15	23	25	30	35	37	38	2	19	21	24	28	29	31	32	34	39	1	1	54	23	0	100	563	0	28	8	1	0	0	
7	9	12	15	16	20	21	29	32	37	1	10	11	19	28	30	34	36	38	39	1	2	88	31	9	10	0	67	10	0	0	0	0	
3	4	5	7	11	17	19	30	36	38	1	6	10	14	18	25	26	32	34	35	0	3	63	112	668	20	26	70	8	4	1	0	0	
6	7	12	17	18	26	27	29	30	34	4	5	8	9	11	16	22	31	32	37	3	0	41	72	0	23	101	1	10	1	1	0	0	
3	6	11	15	16	21	22	30	32	39	1	4	8	9	19	25	27	31	36	38	2	1	72	35	18	0	0	25	0	13	1	0	0	
0	7	11	16	20	26	30	33	36	38	8	9	12	17	18	19	24	32	34	35	0	2	102	18	9	0	40	83	8	0	1	0	0	
3	4	7	9	12	13	15	20	26	31	0	6	10	14	18	21	22	27	29	34	3	3	11	56	187	6	25	5	0	0	0	0	0	
1	2	11	12	18	19	25	29	35	36	0	4	7	8	20	21	26	30	33	34	0	0	77	64	32	0	0	131	19	2	1	0	0	
2	3	13	18	26	27	30	31	34	39	4	5	6	8	9	10	15	24	33	36	1	1	32	8	0	935	0	130	8	0	0	0	0	
3	5	7	12	22	27	28	31	34	37	1	2	14	15	18	21	29	33	38	39	3	2	73	36	222	0	14	28	18	1	0	1	0	
4	5	9	10	14	20	28	31	33	37	0	1	7	12	17	23	26	30	35	39	1	3	22	18	14	22	0	60	0	4	0	1	0	
1	5	8	17	25	28	33	36	37	39	2	11	15	18	19	20	21	27	30	35	2	0	58	223	1130	0	0	41	15	6	1	0	0	
1	3	6	13	19	30	31	35	36	39	2	5	8	9	18	21	22	27	33	37	2	1	87	169	243	99	230	0	48	3	1	0	0	
5	18	20	21	24	25	26	29	33	39	2	3	6	12	13	31	32	36	37	38	3	2	80	0	24982	74	0	238	30	4	1	0	0	
0	7	9	21	24	25	26	29	33	39	2	8	12	13	16	18	19	20	36	38	2	3	98	38	41	185	277	92	7	7	0	1	0	
6	8	11	15	17	20	21	24	34	38	0	5	9	10	16	25	29	32	33	35	1	0	65	123	54	8	0	1	0	3	0	0	0	
4	5	11	15	16	19	21	27	31	35	6	7	13	17	18	22	24	25	26	38	2	1	93	26	0	18	0	170	19	12	0	0	0	
8	9	10	11	13	17	26	27	36	37	0	2	5	7	19	20	33	35	38	39	1	2	87	4	0	2132	0	1	0	8	0	0	0	
0	7	8	22	24	28	30	31	32	34	11	13	14	18	19	27	29	33	37	39	0	3	100	37	1218	0	495	40	7	1	0	0	0	
9	14	20	22	24	27	28	30	33	34	4	6	8	11	12	15	18	23	26	38	1	0	49	134	5481	124	68	0	15	0	0	0	0	
4	5	7	15	16	20	23	26	31	33	1	2	11	13	29	30	32	37	38	39	1	1	28	8	19	0	18	10	0	0	0	0	0	
4	7	9	11	14	22	29	32	36	39	6	8	12	13	15	16	30	31	34	37	2	2	51	30	25	198	69	0	5	0	0	0	0	
1	3	8	9	13	17	24	25	31	33	0	5	6	19	27	30	32	35	36	38	2	3	20	79	41	15	12	0	0	15	1	0	0	
0	7	9	11	15	22	24	26	36	37	1	2	4	13	21	27	29	30	33	39	3	0	79	206	0	7	47	9	0	1	1	0	0	
1	11	13	14	17	18	20	25	27	34	0	6	8	22	24	28	31	35	38	39	1	1	67	18	1219	133	0	159	202	0	1	0	0	
0	5	8	9	18	20	26	37	38	39	1	6	13	16	17	22	25	28	29	33	1	2	82	25	619	0	63	0	15	2	1	0	0	
6	11	13	23	25	28	31	35	38	39	2	4	7	8	9	12	16	18	21	36	3	3	68	30	1503	16	0	0	183	2	1	0	0	
3	5	6	8	14	21	23	26	28	37	1	2	7	10	12	19	20	34	36	39	3	0	42	177	1495	28	0	1	0	13	0	0	0	
1	4	9	13	16	22	27	35	36	38	2	6	11	14	15	17	18	26	34	37	2	1	30	15	0	45	43	1	0	4	1	1	0	
4	7	8	11	13	20	22	27	29	30	1	2	5	12	16	24	32	34	35	37	0	2	81	60	0	196	15596	0	43	3	0	0	0	
4	6	10	15	18	22	25	33	36	39	1	3	8	9	23	27	29	32	34	35	2	3	84	26	307	0	1108	0	6	1	0	0	0	
1	2	9	16	24	26	28	29	33	34	0	5	10	11	18	20	21	22	36	37	2	0	79	72	0	0	54	0	0	4	0	0	0	
1	5	6	9	18	19	27	28	29	35	4	13	14	15	22	23	24	30	34	39	0	1	80	15	0	402	15	1	0	3	0	0	0	
0	6	8	18	20	33	34	36	38	39	3	10	13	22	23	24	25	27	30	31	0	2	46	0	11632	395	255	1	75	3	0	0	0	
5	6	10	15	19	27	31	32	35	37	7	9	11	13	16	20	25	29	33	38	3	3	86	63	16	11	34	21	0	0	1	0	0	
2	5	6	7	14	21	23	28	33	39	3	8	11	12	15	17	19	32	34	35	2	0	36	196	73	27	0	2	9	4	1	0	0	
1	4	7	11	15	17	24	32	35	36	0	6	9	10	13	19	20	25	28	37	0	1	69	0	59	78	48	54	0	10	1	0	0	
0	2	15	18	19	20	23	25	30	35	5	7	21	27	29	32	33	36	37	39	3	2	51	5	30	13	0	26	0	2	0	0	0	
5	9	10	14	15	16	22	23	25	33	1	2	4	6	12	18	20	32	35	36	3	3	15	30	14	10	18	0	31	0	1	0	0	
7	10	13	19	21	25	26	27	29	32	1	2	3	6	20	22	23	24	34	36	0	0	18	187	146	178	7396	83	0	7	0	0	0	
6	9	16	22	23	25	27	29	31	33	0	13	14	15	17	19	34	35	37	39	1	1	54	26	0	0	193	201	84	7	0	0	0	
6	8	9	18	21	23	25	27	28	30	1	3	4	7	10	14	17	26	31	36	2	2	82	37	1390	0	495	0	202	5	2	0	0	
1	7	16	21	25	27	28	29	34	35	0	10	11	18	19	20	22	23	24	38	1	3	114	0	9366	2628	209	374	6	3	1	0	0	
9	11	15	17	22	25	30	31	35	39	2	3	5	6	10	23	26	29	33	37	0	0	56	113	0	1797	0	1	0	3	1	0	0	
3	6	7	13	17	19	24	28	31	38	0	4	5	12	22	27	30	32	35	36	3	1	57	14	73	0	3901	69	2	1	0	0	0	
2	7	8	16	17	18	22	28	37	39	4	6	19	20	25	29	33	35	36	38	3	2	94	28	0	2546	0	39	1	1	0	0	0	
1	4	8	16	18	21	26	31	34	39	2	3	7	10	20	22	25	32	36	37	2	3	22	13	6	46	0	54	28	4	1	0	0	
1	5	7	16	21	24	27	36	38	39	0	3	13	15	17	18	23	26	31	33	1	0	80	71	20	0	1818	1	18	1	0	0	0	
1	3	7	10	12	15	16	18	20	31	2	19	21	22	23	25	28	33	34	37	0	1	21	21	0	194	11863	346	25	16	0	0	0	
8	11	13	15	19	28	34	36	37	38	1	7	12	18	21	24	26	30	31	32	1	2	109	12	0	4725	20	25	19	0	1	0	0	
0	2	4	8	11	20	27	28	33	34	6	14	17	22	24	26	31	35	36	38	3	3	52	30	458	13	20	0	0	1	0	0	0	
1	2	9	15	16	21	22	25	32	35	6	7	11	12	26	29	33	36	38	39	0	0	51	68	0	33	0	254	81	0	1	1	0	
4	6	11	15	18	20	21	22	30	36	0	5	7	8	16	25	26	31	33	34	1	1	33	14	41	0	30	128	0	0	1	0	0	
0	2	4	8	17	22	23	24	34	37	10	11	16	21	25	26	27	32	35	39	1	2	55	0	138	0	147	1	26	5	0	0	0	
2	5	12	19	20	21	22	25	31	34	0	1	3	4	7	13	27	30	32	38	3	3	31	36	109	0	83	47	0	7	0	0	0	
4	5	18	19	23	30	33	35	36	38	2	3	7	11	13	14	16	27	32	34	1	0	82	169	0	53	11	0	73	3	1	0	0	
5	12	16	18	19	23	25	28	30	36	7	8	13	24	26	27	29	31	32	35	2	1	68	35	950	32	5	0	56	1	1	0	0	
1	3	4	11	16	21	25	29	35	36	0	6	7	9	12	13	14	15	24	26	0	2	62	11	0	21	0	179	106	1	0	0	0	
2	5	8	11	12	15	19	31	34	37	1	3	10	13	14	21	22	33	36	38	1	3	70	75	731	0	104	121	36	3	1	0	0	
2	3	8	10	14	18	27	30	37	39	0	1	11	19	26	28	31	34	36	38	2	0	36	82	0	0	223	50	13	3	1	0	0	
17	20	21	22	23	29	32	34	35	36	1	3	5	10	18	24	26	28	33	38	2	1	98	143	41	2394	0	0	11	3	0	0	0	
0	1	6	10	11	15	19	20	25	33	3	4	21	26	27	29	31	35	36	38	2	2	51	15	10	16	149	0	77	4	1	0	0	
6	12	21	23	24	25	29	32	36	38	0	2	8	10	11	16	20	34	37	39	2	3	85	0	2228	138	1319	54	54	0	1	0	0	
1	7	18	23	25	28	29	32	35	36	0	8	10	20	21	31	33	34	37	39	2	0	113	133	0	0	939	0	11	3	0	0	0	
7	11	12	14	17	19	20	21	31	34	0	10	15	18	23	24	26	27	28	35	0	1	18	36	0	0	0	475	4	6	1	0	0	
0	8	10	11	14	15	16	21	31	34	1	4	7	9	18	20	25	26	33	35	3	2	6	63	0	54	65	0	0	0	0	0	0	
0	1	2	11	13	19	24	26	27	28	3	6	10	12	15	18	25	30	33	36	3	3	15	55	17	71	133	10	12	2	0	0	0	
2	4	7	9	11	14	15	17	32	33	16	18	23	24	28	29	34	37	38	39	0	0	80	283	58	229	749	49	0	2	0	0	0	
2	7	8	12	13	25	27	32	38	39	4	9	10	15	16	18	29	31	35	37	3	1	102	0	0	50	15	9	0	5	0	0	0	
3	4	13	14	16	17	23	28	36	39	2	5	6	8	12	24	26	32	37	38	1	2	80	0	17	0	326	40	3	0	1	0	0	
0	7	8	9	19	26	30	33	37	38	2	3	5	15	16	18	21	22	29	32	3	3	80	0	6308	66	120	15	22	0	1	0	0	
5	10	13	15	16	20	23	30	31	39	2	3	7	18	19	24	26	28	32	38	3	0	83	149	7	0	111	108	15	1	0	0	0	
2	3	11	17	20	27	30	31	36	37	0	5	9	12	16	26	28	32	34	35	3	1	66	28	0	1847	0	0	1	0	1	0	0	
7	13	14	19	20	23	28	32	33	36	4	5	6	17	18	21	24	30	37	38	2	2	67	21	27	0	0	0	37	0	1	0	0	
1	2	11	19	22	24	29	31	35	38	0	9	12	13	21	25	30	32	34	37	0	3	71	35	15	11	20	0	86	0	0	0	0	
1	3	5	8	12	21	22	23	37	38	7	9	10	14	16	19	20	26	27	39	2	0	72	85	9	0	0	20	0	4	0	0	0	
6	8	9	17	21	22	25	26	30	38	1	4	5	11	16	19	27	29	33	35	2	1	92	0	4282	32	0	1	4	1	0	0	0	
1	2	9	19	22	23	24	25	30	34	6	8	12	18	21	26	28	29	37	38	1	2	49	13	5	0	0	0	0	0	1	0	0	
2	3	7	9	17	19	25	31	36	39	4	6	12	13	15	16	22	26	27	29	1	3	90	18	28	0	0	17	5	1	0	0	0	
