Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
0	2	8	9	23	25	30	33	35	38	4	5	7	10	12	13	18	32	37	39	1	0	44	294	752	371	114	103	0	2	1	0	0	
0	6	13	15	19	30	32	33	37	39	2	4	10	11	12	14	17	18	21	34	2	1	30	379	0	192	100	16	2	1	0	0	0	
1	14	18	21	22	23	25	28	30	34	0	3	12	13	24	27	31	32	33	36	1	2	17	77	0	73	1546	0	0	0	1	0	0	
5	7	12	18	19	20	27	31	34	36	0	2	4	6	16	23	25	29	37	39	3	3	64	8	0	142	37	0	5	2	1	0	0	
7	11	16	17	21	27	28	32	35	38	3	4	5	8	15	26	31	34	36	39	0	0	73	42	4116	748	0	155	2	0	1	0	0	
0	2	5	7	9	14	23	30	34	38	1	3	4	6	11	16	19	20	25	26	1	1	50	0	169	40931	363	159	70	2	0	0	0	
1	6	8	11	14	22	23	25	27	37	0	4	9	10	12	24	28	31	33	36	1	2	44	33	32	0	17	25	3	0	0	0	0	
5	6	10	14	19	20	22	23	25	32	0	4	7	16	24	31	33	35	36	38	0	3	37	187	0	74	13	86	2	0	0	1	0	
1	2	14	18	19	25	26	32	35	37	0	4	8	12	15	22	28	30	33	38	0	0	25	29	0	12	125	1	0	2	1	0	0	
0	3	5	6	7	9	13	15	33	39	2	4	11	19	23	26	29	30	31	38	1	1	93	33	200	0	365	418	29	1	1	0	0	
6	12	13	14	17	18	19	20	22	32	3	4	5	16	24	26	27	30	31	39	2	2	53	0	4174	0	49	0	2	3	0	0	0	
1	13	15	16	19	22	28	34	35	38	2	5	10	11	14	17	27	31	32	37	3	3	48	37	68	53	0	66	7	0	1	0	0	
11	14	20	21	26	28	29	33	38	39	3	7	10	12	15	17	19	23	24	37	3	0	91	449	43	229	141	166	171	2	0	0	0	
0	7	13	17	21	23	31	32	35	38	1	8	9	14	15	20	22	29	34	36	2	1	86	34	0	75	31	0	55	1	0	0	0	
2	9	12	14	17	18	26	31	32	36	4	5	8	10	11	15	16	21	24	38	0	2	45	12	0	1861	33	21	0	1	0	0	0	
10	12	16	21	22	23	24	29	32	37	5	7	9	14	17	20	26	28	36	38	2	3	106	11	0	51	22	13	4	2	1	0	0	
6	7	11	21	27	29	31	32	33	37	0	1	3	8	10	14	15	19	20	25	2	0	43	92	22	0	0	145	0	1	1	0	0	
2	5	6	10	25	27	29	30	31	39	1	9	12	16	17	18	20	24	33	38	1	1	86	11	13	12	124	0	0	1	0	0	0	
1	3	7	12	19	20	24	33	35	36	6	8	11	13	15	18	26	28	29	38	2	2	65	9	33	24	0	136	0	11	1	0	0	
10	12	14	18	22	29	30	35	38	39	0	2	3	5	8	17	19	28	34	36	2	3	91	39	102	1266	0	166	11	1	0	6	0	
3	4	15	16	19	22	31	32	33	36	0	2	8	9	10	23	28	29	34	35	1	0	80	122	0	0	252	339	40	0	1	0	0	
0	5	8	9	14	16	20	23	33	39	11	12	26	28	29	30	31	32	35	36	3	1	69	73	49	0	195	0	42	1	0	1	0	
3	9	12	21	23	28	30	36	37	39	0	8	10	11	13	24	32	34	35	38	0	2	71	50	2255	32	0	0	11	3	2	0	0	
4	5	8	10	15	19	23	25	33	37	0	2	6	11	12	14	24	29	34	39	3	3	82	36	0	23	436	80	17	3	1	0	0	
0	5	9	11	14	19	20	24	25	38	2	3	16	23	26	28	30	33	35	39	2	0	78	86	0	2799	62	0	1	1	0	0	0	
0	9	11	14	17	21	26	28	34	36	1	13	16	22	29	33	35	37	38	39	2	1	66	23	0	2866	56	67	97	2	0	0	0	
5	10	11	12	14	15	22	25	27	33	2	6	17	18	19	21	23	32	34	39	1	2	87	0	69	64	0	0	9	4	1	0	0	
0	5	6	17	19	21	24	25	35	38	2	8	10	22	23	26	29	31	32	34	0	3	81	5	0	2187	73	1	4	0	0	0	0	
