Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
4	10	17	22	24	26	34	35	36	38	2	3	11	14	21	25	27	29	30	32	3	0	38	225	0	121	1253	82	19	0	1	1	0	
5	14	17	19	28	30	31	34	36	37	4	8	9	10	13	20	24	29	33	39	2	1	62	0	2992	0	8774	79	5	0	1	6	0	
0	7	8	13	18	28	31	33	36	38	1	2	9	10	11	15	19	20	25	30	3	2	74	56	46	19	655	0	80	0	0	0	0	
7	8	9	10	13	17	22	26	34	37	1	2	4	6	11	15	28	29	32	33	1	3	80	22	10	0	268	0	4	0	1	1	0	
0	5	10	11	17	18	19	30	31	35	2	4	9	12	20	21	22	24	26	27	0	0	46	229	0	99	23	66	0	3	1	0	0	
3	8	11	19	24	26	28	30	35	38	1	2	4	5	6	13	17	21	32	37	1	1	37	41	60	0	37	0	5	0	1	0	0	
5	14	18	23	27	34	36	37	38	39	1	2	4	8	15	20	21	22	29	33	3	2	89	21	450	373	347	0	25	0	0	0	0	
13	14	19	24	29	30	31	35	37	38	6	15	16	18	20	23	26	28	32	34	2	3	71	27	44	57	0	0	45	3	1	0	0	
0	1	5	10	13	14	26	28	37	39	3	4	9	16	18	22	24	31	33	34	1	0	62	40	0	0	29	5	0	3	1	0	0	
0	3	4	9	10	11	13	17	20	39	1	7	18	21	23	28	29	33	34	38	3	1	81	21	0	176	76	0	30	6	1	0	0	
1	3	5	23	27	29	30	31	36	38	0	2	7	21	22	28	32	34	35	37	0	2	36	24	10	59	54	0	70	10	3	0	0	
4	5	10	13	14	18	24	30	34	36	3	7	8	12	19	22	25	26	32	39	2	3	48	16	0	4	22	0	79	0	1	0	0	
0	7	12	14	19	21	24	29	38	39	2	8	11	15	18	20	25	27	35	36	2	0	76	33	449	0	9	0	3	1	0	0	0	
1	4	7	8	11	13	19	20	21	25	2	3	6	15	23	24	32	34	36	37	3	1	29	47	240	381	280	34	0	0	1	0	0	
1	3	14	15	18	22	28	29	34	36	8	13	23	24	25	26	30	31	32	37	3	2	41	45	0	15	39	0	28	4	0	1	0	
0	5	15	17	18	21	24	29	30	37	3	4	6	12	13	14	16	19	26	39	0	3	85	38	98	0	65	50	62	1	0	1	0	
1	2	3	8	15	18	25	27	28	37	5	17	19	21	26	32	33	34	38	39	2	0	63	74	11	389	0	0	4	0	1	0	0	
