Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
0	1	8	10	12	16	20	21	28	37	4	7	11	15	23	24	25	27	31	36	1	0	47	121	3521	26	20	36	375	0	0	0	0	
8	11	14	15	16	20	22	23	26	29	2	5	6	25	30	33	34	35	37	39	2	1	46	0	25066	383	409	183	18	2	1	1	0	
1	5	6	9	10	12	18	21	34	37	11	13	15	20	22	24	26	29	32	33	3	2	72	59	0	45	58	0	0	2	1	0	0	
3	17	19	20	21	26	27	30	31	38	0	2	4	9	15	16	22	23	24	33	3	3	20	48	20	58	0	1	9	0	0	0	0	
1	6	10	25	28	31	33	34	37	38	4	5	8	12	13	15	21	26	30	32	2	0	26	562	0	0	74	0	150	1	1	0	0	
3	10	13	16	18	21	28	29	31	38	5	6	7	11	14	19	20	23	34	39	0	1	85	93	0	36	1314	0	5	6	1	0	0	
8	11	14	19	22	25	33	34	35	37	0	2	3	4	9	21	31	32	36	38	1	2	36	0	3449	167	177	77	0	6	1	0	0	
0	11	17	18	20	22	25	31	36	38	3	4	7	9	12	21	30	32	33	39	3	3	98	20	37	97	0	128	4	11	1	0	0	
2	5	6	12	13	22	23	25	27	39	0	3	10	14	17	20	24	31	32	37	0	0	23	150	220	0	33	34	6	1	0	1	0	
4	7	8	9	10	13	15	24	37	39	0	1	5	16	17	27	28	34	35	36	1	1	46	31	435	0	51	21	0	15	3	1	0	
2	3	4	7	11	14	18	22	26	32	1	5	6	13	16	19	20	29	31	38	2	2	35	19	17	0	8	103	3	0	0	0	0	
1	6	7	14	22	30	31	33	36	38	3	4	9	18	19	20	23	25	26	28	1	3	49	56	27	650	0	114	10	0	7	1	0	
1	3	15	17	18	21	25	32	35	37	6	7	11	12	16	20	24	28	29	36	2	0	65	79	0	16	713	0	8	5	0	0	0	
1	3	7	13	15	16	17	24	37	38	5	6	10	12	22	23	25	29	34	35	2	1	48	13	29	8	13	0	22	1	0	0	0	
0	1	3	7	12	19	23	25	26	38	5	6	9	10	18	28	29	30	34	39	1	2	84	39	0	1991	13	0	71	0	1	0	0	
