Mode: 18 #Games: 1000 Notes: u2-3Trick-50
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
29	22	34	35	5	0	21	4	3	2	3	2	1	1	1	1	1	0	2	1	1	4	4	4	4	0	0	1	0	70
33	19	40	28	26	4	0	0	6	2	2	0	1	1	1	1	1	0	2	1	1	3	4	4	3	0	0	1	0	53
22	24	44	30	4	0	11	15	2	2	2	4	0	1	2	1	1	1	1	1	1	4	4	4	4	1	0	0	0	46
39	20	24	37	14	4	10	2	4	2	2	2	1	0	1	2	2	1	1	0	1	4	4	4	4	0	1	0	0	71
33	23	38	26	0	6	10	14	1	4	1	4	0	1	2	1	2	0	1	1	0	4	4	4	4	1	0	0	0	34
35	15	46	24	10	9	11	0	2	4	3	1	2	0	2	0	1	0	2	1	1	4	4	3	4	0	0	0	1	79
17	41	22	40	14	13	3	0	3	3	3	1	0	3	0	1	1	0	1	2	0	3	4	4	4	0	0	1	0	68
30	45	26	19	2	24	0	4	3	5	1	1	1	2	1	0	1	2	1	0	0	3	3	4	4	0	1	0	0	38
18	18	57	27	15	5	10	0	4	2	1	3	1	0	2	1	0	1	2	1	1	4	3	4	4	0	0	1	0	86
32	37	30	21	14	5	0	11	4	2	1	3	0	2	1	1	2	1	1	0	0	4	4	4	3	0	0	0	1	96
35	43	34	8	10	3	15	2	2	2	2	4	2	0	2	0	1	3	0	0	1	4	4	4	3	0	0	0	1	91
20	52	17	31	0	11	6	13	1	2	4	3	1	2	0	1	0	3	0	1	0	4	4	4	4	1	0	0	0	47
34	3	34	49	0	0	16	14	1	3	4	2	1	0	1	2	1	0	1	2	0	4	4	4	4	0	1	0	0	81
43	31	16	30	0	13	2	15	0	2	4	4	1	1	0	2	2	1	1	0	0	3	4	3	4	1	0	0	0	41
30	17	7	66	11	6	0	13	2	3	2	3	1	0	0	3	1	0	0	3	1	4	4	4	4	1	0	0	0	39
50	23	30	17	13	10	4	3	4	3	1	2	3	0	0	1	1	1	2	0	1	3	4	4	4	0	1	0	0	71
42	36	9	33	6	10	3	11	4	2	2	2	2	0	0	2	1	3	0	0	0	3	3	4	3	0	0	1	0	92
18	30	41	31	2	14	3	11	1	3	3	3	0	0	2	2	1	2	1	0	0	4	4	3	4	0	0	1	0	41
30	16	64	10	0	5	25	0	1	3	5	1	1	1	2	0	1	0	3	0	1	4	4	3	4	0	1	0	0	100
21	29	51	19	2	3	21	4	1	2	3	4	1	1	1	1	0	1	3	0	1	4	4	4	4	0	0	0	1	71
33	25	18	44	3	10	4	13	1	3	4	2	1	1	0	2	1	1	1	1	0	3	4	3	4	0	0	0	1	42
30	30	32	28	0	0	2	28	1	0	2	7	1	1	1	1	1	1	1	1	0	3	3	4	2	0	0	0	1	28
24	35	19	42	0	3	17	10	0	3	5	2	2	1	1	0	0	1	0	3	1	3	3	4	4	0	0	1	0	76
23	23	39	35	7	0	23	0	3	1	4	2	0	1	1	2	1	0	2	1	1	4	4	4	4	0	0	0	1	67
41	25	31	23	24	4	2	0	4	2	3	1	2	1	1	0	1	0	1	2	1	4	4	4	4	1	0	0	0	98
20	33	49	18	2	10	18	0	2	1	4	3	0	1	2	1	1	1	2	0	1	4	4	4	4	0	1	0	0	95
29	34	29	28	6	3	21	0	4	2	3	1	1	2	1	0	1	0	1	2	1	4	4	4	4	1	0	0	0	76
17	37	34	32	0	17	11	2	1	6	1	2	0	0	2	2	0	3	1	0	1	4	4	4	4	1	0	0	0	11
3	30	66	21	3	14	11	2	4	3	1	2	0	0	3	1	0	2	2	0	1	4	4	4	4	0	0	1	0	88
42	35	20	23	11	12	3	4	3	3	2	2	2	1	0	1	1	2	1	0	1	4	4	4	4	0	1	0	0	60
14	37	45	24	2	4	21	3	2	4	3	1	0	1	2	1	1	2	1	0	1	4	4	4	4	0	0	0	1	60
18	37	35	30	0	16	14	0	2	5	3	0	1	1	1	1	0	2	1	1	1	4	3	3	3	0	0	1	0	70
34	23	45	18	0	13	3	14	2	2	2	4	1	1	2	0	1	1	1	1	0	4	4	4	3	0	1	0	0	61
29	38	33	20	11	10	6	3	2	1	3	4	2	1	1	0	0	2	1	1	1	4	4	4	4	1	0	0	0	65
30	30	28	32	4	23	0	3	1	4	1	4	0	1	2	1	2	1	0	1	0	4	4	4	4	1	0	0	0	56
32	26	32	30	7	11	10	2	5	2	1	2	1	2	0	1	1	0	2	1	0	3	4	4	4	0	0	0	1	63
