Mode: 18 #Games: 1000 Notes: u2-3Trick-50
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	7_2	7_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
29	41	43	7	2	14	14	0	3	4	2	1	2	1	1	0	0	2	2	0	1	4	4	4	4	0	0	1	0	81
41	41	21	17	15	15	0	0	3	4	0	3	0	3	0	1	3	0	1	0	0	3	4	3	4	0	0	1	0	31
28	31	36	25	11	13	6	0	2	4	2	2	2	1	1	0	0	1	1	2	1	3	3	4	4	0	0	0	1	60
37	31	22	30	0	3	2	25	2	1	2	5	2	1	0	1	0	1	2	1	0	4	4	4	3	0	0	0	1	39
32	24	34	30	16	0	11	3	3	1	2	4	0	1	2	1	2	1	0	1	1	4	4	4	4	1	0	0	0	42
21	38	31	30	14	2	14	0	5	2	3	0	0	2	1	1	1	1	1	1	1	4	4	4	3	0	1	0	0	43
29	26	35	30	0	21	3	6	1	3	2	4	1	1	1	1	1	1	1	1	0	4	3	3	4	1	0	0	0	36
7	37	42	34	0	3	27	0	2	1	6	1	0	1	2	1	0	2	1	1	1	4	4	2	4	1	0	0	0	102
23	27	33	37	17	0	3	10	3	0	3	4	1	1	1	1	0	1	1	2	1	4	3	4	4	0	0	1	0	70
13	23	49	35	3	0	16	11	4	1	3	2	0	1	1	2	0	0	3	1	0	4	4	4	4	1	0	0	0	58
22	43	40	15	13	4	11	2	3	3	2	2	0	2	1	1	1	1	2	0	1	3	4	4	4	0	1	0	0	58
39	40	21	20	11	0	9	10	2	1	5	2	3	1	0	0	0	2	1	1	1	3	4	3	4	0	1	0	0	98
36	19	15	50	11	0	7	12	2	2	3	3	2	0	0	2	1	1	0	2	1	4	4	4	4	0	0	0	1	45
27	48	29	16	2	11	14	3	2	2	3	3	1	3	0	0	1	0	2	1	0	4	4	4	4	0	0	1	0	58
36	22	24	38	21	3	6	0	3	3	4	0	1	0	1	2	2	1	0	1	1	4	4	4	3	0	0	1	0	61
21	25	36	38	11	0	15	4	1	3	5	1	1	1	0	2	1	0	2	1	1	4	4	3	4	0	0	0	1	66
42	34	32	12	14	0	16	0	4	1	3	2	2	2	0	0	1	0	2	1	1	4	4	4	4	0	0	0	1	87
21	24	44	31	15	3	10	2	4	2	2	2	1	0	2	1	0	1	2	1	1	3	4	4	4	0	1	0	0	97
49	23	35	13	11	0	10	9	3	1	3	3	1	1	2	0	3	0	1	0	1	4	4	4	4	1	0	0	0	84
32	18	39	31	2	3	25	0	1	2	4	3	2	0	1	1	0	1	2	1	1	4	4	4	4	0	0	1	0	74
17	18	48	37	0	4	14	12	1	4	3	2	0	0	3	1	1	1	0	2	1	4	4	4	4	0	1	0	0	61
31	29	29	31	15	2	10	3	4	1	3	2	1	1	0	2	1	1	2	0	1	4	4	4	4	1	0	0	0	74
26	38	27	29	10	0	2	18	4	1	1	4	1	1	0	2	1	2	1	0	0	4	4	4	4	0	0	0	1	61
20	24	49	27	2	18	10	0	2	5	2	1	0	1	2	1	1	0	2	1	0	4	3	4	4	1	0	0	0	23
41	34	25	20	15	0	10	5	2	1	5	2	1	1	1	1	2	1	1	0	1	4	4	4	4	0	0	1	0	71
36	24	19	41	10	9	11	0	4	3	1	2	1	1	1	1	2	0	0	2	1	4	4	4	4	0	1	0	0	54
28	50	6	36	11	17	0	2	2	5	2	1	2	0	0	2	0	4	0	0	1	4	4	4	4	0	0	0	1	31
24	38	5	53	3	10	0	17	1	1	4	4	0	1	0	3	1	2	0	1	0	4	4	3	4	0	1	0	0	11
20	21	31	48	7	10	2	11	3	3	1	3	0	1	1	2	0	1	1	2	0	4	4	4	4	0	0	1	0	44
23	31	32	34	11	2	4	13	1	2	2	5	1	2	0	1	0	0	2	2	1	4	4	4	3	0	0	1	0	11
27	33	31	29	0	17	2	11	1	4	3	2	1	0	1	2	1	2	1	0	0	4	4	4	4	0	0	0	1	55
12	33	36	39	10	4	2	14	5	1	2	2	0	1	2	1	1	1	1	1	0	4	4	4	4	0	0	0	1	69
39	38	21	22	11	3	2	14	2	3	2	3	2	2	0	0	1	1	1	1	1	4	3	4	4	1	0	0	0	41
29	23	28	40	2	10	4	14	4	2	2	2	0	0	1	3	1	2	1	0	0	4	4	4	4	1	0	0	0	51
28	42	24	26	0	14	16	0	4	3	3	0	1	2	0	1	1	1	1	1	0	4	3	4	3	0	1	0	0	38
42	23	20	35	0	2	14	14	3	1	3	3	2	1	0	1	2	0	1	1	0	4	4	4	4	0	0	1	0	65
27	39	32	22	11	3	0	16	5	1	0	4	1	1	2	0	1	1	1	1	1	4	4	3	4	1	0	0	0	88
13	35	42	30	0	0	7	23	3	0	3	4	0	1	2	1	1	1	1	1	0	4	3	4	3	0	1	0	0	49
24	40	28	28	10	14	6	0	2	3	4	1	0	2	0	2	1	1	2	0	0	4	4	4	3	0	1	0	0	36
26	27	17	50	10	15	0	5	2	3	2	3	0	1	0	3	1	1	1	1	0	4	3	4	4	1	0	0	0	30
38	34	22	26	14	13	3	0	4	2	2	2	2	2	0	0	1	0	1	2	0	4	4	4	4	0	0	1	0	53
35	39	20	26	11	2	7	10	1	1	6	2	1	1	1	1	1	2	0	1	1	4	4	4	4	0	1	0	0	81
23	48	16	33	11	0	9	10	2	2	4	2	1	2	0	1	1	2	0	1	1	4	4	4	4	0	0	0	1	59
30	45	23	22	4	14	10	2	2	2	4	2	2	2	0	0	0	1	2	1	0	4	4	4	4	0	0	1	0	82
13	35	45	27	2	3	15	10	4	2	3	1	0	0	3	1	0	3	0	1	1	4	4	4	4	0	0	1	0	53
30	52	14	24	21	3	4	2	3	1	2	4	1	1	0	2	1	3	0	0	1	4	4	4	4	0	0	0	1	45
23	42	9	46	0	13	3	14	1	3	1	5	1	2	0	1	1	1	0	2	0	4	4	4	4	0	0	0	1	18
36	23	6	55	5	10	0	15	2	4	1	3	0	1	0	3	2	1	0	1	0	4	3	4	3	0	0	0	1	49
18	40	46	16	2	10	15	3	3	1	3	3	0	1	3	0	1	2	0	1	1	3	4	4	4	1	0	0	0	77
29	34	29	28	0	15	15	0	1	4	4	1	0	1	2	1	2	1	0	1	1	4	3	4	4	1	0	0	0	75
49	14	25	32	19	0	0	11	5	2	1	2	1	0	1	2	2	1	1	0	0	3	4	4	4	1	0	0	0	100
17	19	37	47	3	15	12	0	3	3	3	1	1	1	0	2	0	0	3	1	0	4	4	4	4	0	1	0	0	38
17	31	39	33	14	4	12	0	4	2	3	1	1	1	0	2	0	1	3	0	1	3	4	4	4	0	0	1	0	46
12	44	35	29	0	13	4	13	2	4	2	2	0	2	1	1	1	1	1	1	0	4	4	4	4	0	1	0	0	23
23	40	31	26	5	10	0	15	3	4	1	2	1	0	2	1	0	4	0	0	0	4	4	4	4	0	0	0	1	65
38	21	22	39	21	6	3	0	2	4	1	3	1	1	0	2	2	0	1	1	1	4	4	4	4	0	0	1	0	39
22	40	27	31	10	11	6	3	1	2	4	3	0	2	1	1	1	1	1	1	0	4	4	4	4	0	1	0	0	75
14	33	27	46	0	15	11	4	1	4	2	3	0	0	2	2	0	2	0	2	1	4	4	4	4	1	0	0	0	28
27	29	42	22	10	0	16	4	2	1	4	3	1	1	2	0	1	1	1	1	1	4	4	4	4	0	0	1	0	87
20	36	18	46	4	21	5	0	2	2	6	0	0	1	1	2	0	2	0	2	0	4	4	4	3	0	0	0	1	66
49	29	16	26	11	13	0	6	2	4	2	2	3	1	0	0	1	1	1	1	1	4	4	4	4	0	1	0	0	87
24	37	30	29	2	11	17	0	1	2	5	2	1	1	1	1	0	2	1	1	0	4	4	4	3	0	0	0	1	71
37	28	13	42	10	7	0	13	3	2	3	2	2	1	0	1	1	1	0	2	0	4	4	4	4	0	0	1	0	66
33	31	37	19	14	12	0	4	3	4	0	3	1	1	1	1	1	1	2	0	1	4	4	3	4	1	0	0	0	55
32	11	53	24	4	0	13	13	3	1	2	4	1	0	2	1	1	0	2	1	1	4	4	4	4	0	0	0	1	74
61	16	16	27	30	0	0	0	5	3	2	0	2	0	0	2	3	0	1	0	1	4	4	4	3	0	1	0	0	109
9	45	48	18	3	11	14	2	2	2	4	2	0	3	1	0	0	1	3	0	0	4	4	4	4	1	0	0	0	85
38	15	25	42	14	5	0	11	2	2	1	5	1	0	1	2	1	0	1	2	0	4	4	4	4	0	0	1	0	57
28	41	8	43	11	0	4	15	3	1	2	4	1	2	0	1	1	1	0	2	1	4	4	4	4	1	0	0	0	23
20	39	19	42	4	3	12	11	3	2	2	3	1	2	0	1	0	1	1	2	0	4	4	4	4	0	0	0	1	37
37	39	20	24	2	14	10	4	2	3	2	3	2	1	0	1	0	2	2	0	0	3	4	4	3	1	0	0	0	45
48	8	27	37	15	0	15	0	4	3	2	1	3	0	1	0	1	0	0	3	1	4	4	4	4	0	1	0	0	84
30	15	37	38	3	0	12	15	2	1	3	4	1	1	1	1	0	0	2	2	0	4	4	4	3	0	1	0	0	30
49	25	14	32	11	10	2	7	2	3	1	4	3	0	0	1	1	2	0	1	1	4	4	4	4	0	0	1	0	67
32	35	27	26	5	25	0	0	2	4	1	3	1	1	2	0	1	1	0	2	0	4	4	4	4	0	0	1	0	56
41	48	16	15	11	4	12	3	2	2	4	2	2	2	0	0	1	2	1	0	1	4	4	4	4	0	1	0	0	65
41	42	7	30	17	11	2	0	3	2	5	0	0	3	0	1	3	0	0	1	0	4	4	4	3	0	0	1	0	78
20	32	35	33	0	23	7	0	0	4	5	1	0	1	2	1	2	1	0	1	0	3	4	4	4	0	0	0	1	48
14	44	50	12	0	2	25	3	3	1	5	1	0	2	2	0	1	1	2	0	1	4	4	3	4	0	0	0	1	99
43	28	19	30	0	20	0	10	0	5	2	3	2	1	1	0	1	0	0	3	0	3	4	4	4	1	0	0	0	60
35	26	37	22	11	5	10	4	1	3	2	4	2	1	0	1	1	0	3	0	1	4	4	4	4	0	1	0	0	70
28	19	18	55	12	3	4	11	2	1	5	2	0	0	1	3	2	1	0	1	0	4	4	4	4	0	0	1	0	59
25	22	37	36	3	2	15	10	3	1	3	3	0	0	2	2	1	2	0	1	1	4	4	4	4	1	0	0	0	53
29	25	29	37	5	10	4	11	3	2	2	3	2	0	1	1	0	2	1	1	0	4	4	4	4	1	0	0	0	93
23	38	27	32	13	0	13	4	4	1	2	3	0	2	2	0	1	1	0	2	1	3	4	4	4	0	0	0	1	60
29	23	46	22	0	15	12	3	1	5	2	2	1	1	1	1	1	0	3	0	0	4	4	4	4	0	1	0	0	50
27	22	33	38	0	3	15	12	0	2	4	4	1	1	1	1	1	0	1	2	1	2	4	4	4	0	0	0	1	72
40	44	17	19	11	2	0	17	3	1	1	5	3	1	0	0	0	2	1	1	1	3	4	4	3	0	1	0	0	83
43	30	39	8	0	15	13	2	2	3	2	3	1	1	2	0	3	0	1	0	0	4	4	4	4	0	0	1	0	82
39	22	36	23	5	11	10	4	4	1	2	3	2	1	1	0	1	0	2	1	0	4	4	4	4	0	0	1	0	102
34	36	30	20	13	13	0	4	5	2	2	1	1	2	1	0	2	1	1	0	0	4	4	4	4	1	0	0	0	79
38	29	23	30	14	14	2	0	4	4	2	0	1	1	1	1	2	1	0	1	1	4	3	4	3	0	0	0	1	79
42	20	45	13	13	6	11	0	3	3	3	1	1	0	2	1	2	1	1	0	1	4	4	4	4	0	1	0	0	101
35	27	22	36	21	0	5	4	3	1	4	2	1	0	1	2	2	1	0	1	1	4	4	4	4	1	0	0	0	57
24	44	32	20	6	0	21	3	3	1	3	3	0	2	1	1	1	2	1	0	1	4	4	4	4	0	1	0	0	74
37	34	22	27	17	0	0	13	4	1	0	5	0	1	1	2	3	1	0	0	0	4	4	3	4	0	0	0	1	55
32	30	29	29	13	0	4	13	3	2	3	2	0	1	2	1	2	1	0	1	0	4	4	4	4	0	0	1	0	95
26	36	36	22	0	12	14	4	1	3	2	4	1	1	1	1	1	2	1	0	1	4	4	4	4	1	0	0	0	67
