Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
1	3	10	13	20	25	27	28	31	35	11	14	16	18	29	30	33	34	36	37	2	0	59	3567	0	2868	23190	1703	60	2	0	1	0	
0	1	4	6	9	12	16	17	23	32	5	8	11	13	14	19	25	30	35	36	3	1	47	0	1419	334	0	0	257	17	2	6	0	
0	8	19	25	26	29	30	32	36	38	3	6	11	12	13	15	18	20	21	33	1	2	82	604	37358	0	342	0	0	7	1	1	0	
3	6	12	13	16	18	20	25	28	37	0	15	21	23	24	26	31	33	34	39	2	3	84	838	301	438	0	15	47	31	1	0	0	
8	12	15	22	24	33	34	36	37	38	1	2	3	9	10	11	20	28	32	35	3	0	77	4052	0	282	0	1961	143	0	2	1	0	
3	6	8	11	13	16	18	21	24	31	0	5	10	15	23	26	28	33	37	39	1	1	35	304	1288	659	18063	0	46	3	1	0	0	
4	5	11	13	17	18	22	27	30	33	10	12	19	23	31	32	35	36	37	39	3	2	118	816	7414	2378	238	0	2	0	1	1	0	
0	2	3	4	25	26	29	31	34	37	1	5	11	12	17	19	21	22	27	39	3	3	62	582	629	0	2314	0	12	4	0	1	0	
6	11	12	20	21	24	30	31	32	33	0	1	3	5	9	10	14	15	18	23	0	0	78	998	0	334	0	0	25	2	0	0	0	
3	4	14	17	18	24	25	33	34	35	0	5	12	15	21	22	29	37	38	39	0	1	19	679	275	0	0	0	30	4	1	1	0	
2	8	10	13	14	19	24	27	36	39	3	4	6	7	12	15	26	28	30	37	1	2	98	280	4995	0	317	0	174	0	1	1	0	
0	1	4	11	13	21	22	26	27	32	6	7	9	10	12	14	15	20	25	31	2	3	42	0	3741	67462	1825	1138	0	7	2	1	0	
2	3	9	10	15	18	23	25	35	38	0	5	8	12	24	26	29	32	37	39	1	0	69	1398	0	1311	0	871	15	2	0	1	0	
0	3	5	9	10	12	15	28	31	35	2	8	22	23	27	29	32	33	37	38	3	1	77	947	78728	516	0	1713	0	23	2	1	0	
1	2	10	17	19	25	28	29	30	36	0	7	9	11	13	14	18	21	23	35	0	2	86	469	309	0	601	13	0	2	2	0	0	
3	5	7	11	14	17	20	27	31	37	0	1	2	6	9	12	21	24	32	36	3	3	9	205	0	304	113	0	4	0	2	1	0	
10	14	16	19	20	22	23	28	30	37	1	6	11	13	17	26	27	33	34	38	1	0	95	2307	24996	2882	0	16	11	5	2	1	0	
0	4	10	14	16	28	31	33	34	35	2	3	5	22	25	26	27	32	37	39	3	1	84	529	12586	0	123545	578	4	2	1	1	0	
4	11	14	19	23	24	25	28	32	34	6	12	15	18	20	21	29	30	35	36	3	2	61	548	36965	0	0	1334	62	5	0	1	0	
4	5	6	7	9	10	15	23	24	38	0	1	8	17	20	22	26	29	32	39	2	3	109	0	44183	9976	967	0	0	10	2	1	0	
2	10	15	16	20	22	28	30	31	32	1	5	7	9	11	12	14	23	25	27	1	0	21	1639	0	1314	0	0	0	1	2	0	0	
3	9	10	12	17	19	20	22	27	32	1	4	8	11	15	24	26	28	29	36	1	1	97	723	14953	0	0	644	8	0	2	2	0	
0	1	5	14	15	20	22	24	25	32	2	3	6	11	12	13	16	18	31	35	3	2	0	136	0	1652	857	354	0	3	1	0	0	
2	3	4	12	13	15	25	26	33	36	7	10	16	17	21	28	30	32	37	39	3	3	47	0	256	0	965	514	11	3	0	1	0	
1	3	14	16	20	21	29	30	36	38	0	6	7	11	12	15	17	27	28	34	1	0	52	1911	252	0	564	0	77	4	1	0	0	
4	7	9	12	13	21	22	27	33	37	0	2	8	17	23	28	29	31	36	39	0	1	88	0	665	613	417	0	0	0	2	1	0	
