Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
8	11	17	20	21	30	33	34	36	38	0	6	7	10	13	19	25	27	28	37	3	0	65	2134	0	0	40756	2470	204	7	2	1	0	
4	7	10	14	17	27	28	36	37	39	0	6	12	16	20	24	25	31	33	35	1	1	15	157	0	317	2902	694	0	3	0	1	0	
2	6	10	18	25	26	27	32	35	36	5	8	20	22	28	30	31	34	37	38	1	2	14	270	595	0	142835	1256	81	8	0	7	0	
2	11	14	18	20	21	29	30	33	35	1	3	6	9	15	16	19	24	31	32	1	3	78	0	988	25463	0	12	25	7	2	0	0	
1	2	9	18	28	29	32	33	34	36	4	8	10	12	13	14	16	21	26	37	2	0	68	592	0	805	4856	6	11	4	2	1	0	
2	5	12	15	21	23	27	29	31	39	3	6	7	16	20	25	28	32	35	38	2	1	76	324	288	0	1835	391	14	8	0	0	0	
1	3	13	14	17	18	23	32	33	38	5	10	11	12	19	25	26	27	34	37	3	2	104	364	320	291	554	5	0	8	2	1	0	
0	2	3	8	14	24	28	31	33	37	6	9	10	11	12	13	22	25	38	39	3	3	68	507	213	132	74	246	0	27	1	1	0	
1	10	14	16	19	20	23	24	34	37	5	7	11	15	21	22	26	35	38	39	3	0	44	2298	0	1218	0	577	0	0	1	1	0	
0	6	14	16	17	19	20	21	30	39	2	5	7	8	15	26	27	28	36	38	1	1	82	91	0	23929	0	421	0	4	2	1	0	
4	6	9	11	18	23	26	32	35	38	0	3	10	12	28	30	31	34	36	39	1	2	77	568	0	2171	252	0	40	3	0	1	0	
3	6	11	13	14	20	24	26	28	33	1	9	16	22	27	30	32	35	37	38	1	3	39	215	907	0	2701	15	117	0	1	1	0	
1	20	21	23	25	26	32	34	37	38	3	6	10	11	12	18	19	30	33	36	1	0	89	3364	1387	239	1144	5	72	8	2	1	0	
11	16	17	24	25	26	33	34	35	39	1	12	18	20	23	27	28	31	32	36	1	1	79	575	26471	1781	47751	467	0	4	0	0	0	
2	5	13	16	17	23	26	27	31	39	1	4	7	8	21	29	33	34	35	36	3	2	69	1098	0	79637	2698	148	29	4	0	1	0	
2	8	17	18	22	23	27	28	33	34	9	13	29	30	31	32	35	36	38	39	2	3	106	283	0	31310	0	0	14	14	1	1	0	
3	9	13	14	16	18	21	33	34	39	4	5	7	8	11	19	24	25	28	32	3	0	63	1105	5534	139	0	1180	47	2	1	0	0	
3	13	14	15	21	25	27	30	32	38	4	8	12	19	20	29	31	33	35	36	1	1	56	0	927	45053	778	514	5	0	0	1	0	
0	1	6	15	21	26	29	30	31	38	2	4	5	7	10	17	23	27	28	34	1	2	17	482	0	20178	0	421	7	0	1	1	0	
1	2	4	6	8	17	22	23	28	32	0	7	11	13	16	25	26	35	36	38	0	3	59	0	73980	1871	1301	0	0	0	0	1	0	
1	3	7	9	11	20	24	25	30	38	0	8	16	19	21	22	32	34	37	39	3	0	64	2397	0	3811	2092	314	0	0	1	1	0	
0	9	13	19	20	23	25	27	28	31	1	8	15	16	17	18	22	24	30	38	1	1	104	272	0	80643	1548	643	0	21	2	1	0	
1	2	4	6	10	17	19	23	25	34	7	8	14	20	24	31	32	36	38	39	2	2	27	284	0	659	426	0	15	1	1	2	0	
9	14	16	18	20	24	29	35	36	38	0	2	7	10	11	12	13	19	23	26	3	3	50	509	24881	0	32000	16	100	12	0	1	0	
14	19	21	23	26	27	31	33	34	39	0	2	4	5	8	12	15	16	28	35	0	0	62	2713	3107	567	0	10637	36	0	2	0	0	
1	4	5	6	12	13	15	23	25	30	0	7	14	19	20	21	31	32	36	38	2	1	17	200	243	0	73	55	0	1	0	1	0	
7	10	11	17	20	21	22	23	30	31	2	5	14	18	28	32	33	35	36	37	2	2	20	0	8919	0	0	0	0	0	0	2	0	
2	3	8	11	13	20	24	32	34	36	0	1	9	14	15	16	23	25	26	29	2	3	69	273	387	0	266	0	4	2	1	0	0	
3	9	11	21	24	26	29	30	33	34	2	13	14	17	18	25	32	35	36	39	1	0	92	2365	12963	2514	0	1605	25	0	2	1	0	
6	9	17	18	20	21	23	26	31	32	0	1	7	12	13	16	22	28	30	39	0	1	59	0	632	246	0	0	9	0	1	1	0	
