Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
1	5	7	18	26	27	29	33	37	39	0	3	9	10	14	15	20	30	32	36	0	0	73	1772	4577	0	391	83	0	2	2	1	0	
5	9	12	13	14	15	21	25	27	31	1	6	8	11	16	23	24	28	32	37	3	1	64	372	0	52983	0	1749	59	3	1	1	0	
4	5	11	20	22	23	24	26	32	38	1	6	13	17	19	21	28	29	37	39	3	2	71	0	1345	1335	0	11	47	26	2	0	0	
0	1	7	10	11	16	17	19	29	30	6	9	13	22	23	26	28	31	32	39	2	3	94	516	404	3653	34980	0	470	3	1	1	0	
4	11	13	15	17	20	22	28	31	36	2	12	16	21	25	29	33	34	37	39	0	0	15	1761	234	648	0	0	82	2	1	7	0	
0	9	11	18	19	20	30	35	37	38	1	6	16	22	28	29	32	34	36	39	1	1	116	293	9692	0	681	0	5	1	1	1	0	
4	10	17	19	20	21	22	28	31	37	5	7	9	11	12	14	18	25	26	34	2	2	87	365	23980	0	452	429	0	3	1	1	0	
4	6	8	10	11	18	20	31	37	38	0	1	5	15	19	22	26	30	34	35	0	3	73	678	34722	0	549	507	7	0	2	1	0	
8	13	16	18	19	21	25	26	33	37	2	3	4	10	11	14	17	22	34	38	1	0	96	2286	63701	12938	0	380	40	4	0	1	0	
3	6	9	10	20	29	30	32	37	39	0	2	4	13	14	15	16	17	26	38	1	1	95	0	1269	175	1945	1545	39	0	2	1	0	
3	11	16	26	29	31	32	34	36	39	1	4	8	17	21	22	25	28	30	37	2	2	102	597	0	83328	2034	1102	0	3	2	1	0	
4	6	7	14	17	21	28	30	31	35	1	2	3	10	12	18	23	25	36	39	0	3	59	166	0	672	244	0	0	5	2	1	0	
1	3	4	10	12	17	18	21	22	39	11	27	28	29	30	31	32	33	34	37	2	0	85	2776	389	120	0	0	21	0	2	0	0	
2	3	5	11	14	24	25	26	27	35	1	4	9	13	16	29	30	33	37	38	1	1	17	0	50397	704	2744	6	17	0	0	1	0	
8	9	11	12	13	21	28	30	33	36	2	5	7	14	16	18	23	25	34	38	0	2	49	199	0	17546	193	0	0	0	2	1	0	
