Mode: 21 #Games: 100
p0_0	p0_1	p0_2	p0_3	p0_4	p0_5	p0_6	p0_7	p0_8	p0_9	p2_0	p2_1	p2_2	p2_3	p2_4	p2_5	p2_6	p2_7	p2_8	p2_9	trump	first	fp	t_t0	t_t1	t_t2	t_t3	t_t4	t_t5	t_t6	t_t7	t_t8	t_t9
3	11	13	14	15	16	17	26	35	39	1	7	9	12	19	22	31	34	36	37	1	0	108	4238	3503	41622	0	12	321	0	4	1	0	
2	4	5	6	18	21	25	32	34	36	7	10	12	13	19	27	28	30	37	38	3	1	43	154	8588	660	0	342	4	2	1	0	0	
2	3	5	9	11	17	18	19	20	35	6	14	22	23	24	30	32	34	36	39	1	2	90	0	61799	2053	2503	439	44	5	0	0	0	
5	6	12	21	25	27	32	35	36	39	11	15	18	22	23	24	26	28	29	38	3	3	89	0	1886	39095	0	4027	8	6	2	1	0	
5	7	11	18	20	21	23	29	30	33	4	10	15	16	19	25	27	28	32	34	1	0	87	2997	0	69829	0	1591	51	5	0	1	0	
3	4	6	17	18	19	20	22	35	38	1	10	11	14	21	26	27	30	32	37	2	1	60	761	4979	0	4537	208	0	8	0	0	0	
5	7	9	12	22	23	25	32	34	37	1	4	6	13	15	17	20	21	24	36	1	2	11	0	808	527	7646	691	15	1	0	1	0	
2	9	15	16	17	19	25	28	33	39	4	5	6	13	21	22	24	29	31	34	1	3	101	156	0	174	0	1003	33	7	0	1	0	
5	6	7	12	13	14	17	18	21	22	19	20	23	24	28	31	33	36	37	39	3	0	57	1321	1606	745	1624	980	53	0	0	0	0	
1	5	6	17	28	32	33	35	36	39	2	4	7	9	11	14	19	22	26	29	2	1	74	1568	62411	0	0	12	74	28	2	3	0	
3	5	7	21	23	25	36	37	38	39	0	1	2	8	9	12	17	19	27	30	3	2	80	1865	1094	791	45	5	10	0	2	0	0	
0	2	13	14	15	16	20	25	27	37	1	3	4	6	10	19	22	24	31	39	2	3	53	602	125	23	0	0	41	2	1	1	0	
2	7	11	18	26	27	31	34	35	38	0	5	12	14	23	24	25	29	30	37	0	0	39	1542	341	0	63	243	8	0	1	1	0	
4	12	14	16	17	19	21	27	28	34	3	11	13	20	31	32	35	36	38	39	1	1	89	1036	49148	0	121059	0	315	4	4	1	0	
0	9	11	19	20	23	24	28	35	38	12	15	16	17	21	22	25	26	27	29	3	2	69	562	718	696	0	12	0	12	1	0	0	
3	8	12	17	19	27	33	34	35	39	0	1	4	6	13	14	18	22	24	36	0	3	55	643	547	6334	0	0	72	7	1	1	0	
2	8	11	14	16	21	25	30	34	35	1	4	6	7	10	13	23	29	32	36	3	0	32	1347	172	306	179	0	164	6	2	0	0	
10	11	13	14	15	16	17	27	29	33	0	1	2	5	6	18	23	26	32	35	1	1	96	1325	0	284761	4292	11	53	28	3	1	0	
1	2	6	7	8	9	21	25	28	39	0	4	10	14	15	18	31	33	34	37	3	2	69	2115	41638	3040	82757	6	18	4	1	1	0	
0	9	10	12	19	20	23	34	36	38	7	8	15	18	22	25	30	32	33	39	0	3	70	600	6986	196	0	2238	69	0	2	0	0	
2	4	7	15	17	21	28	30	31	35	1	3	5	8	11	20	22	23	36	38	3	0	17	1350	210	0	551	122	14	0	2	1	0	
0	5	9	10	13	14	22	23	29	31	3	6	8	11	12	17	18	26	33	35	2	1	70	306	0	1678	1376	12	0	6	0	0	0	
5	12	16	20	21	22	25	26	36	38	10	17	24	28	29	30	31	33	37	39	3	2	85	609	0	1665	1543	615	0	28	0	1	0	
8	12	16	18	20	30	34	36	37	38	0	5	9	17	21	22	23	24	26	32	3	3	77	700	29640	0	231746	3250	146	7	2	1	0	
2	5	6	7	14	17	19	25	35	39	0	1	15	18	22	24	29	32	37	38	0	0	96	1468	6510	1595	1119	0	230	0	2	1	0	
0	3	12	16	21	22	23	31	33	37	5	6	9	13	17	19	24	25	26	32	3	1	39	162	0	948	0	2453	0	0	2	0	0	
1	2	4	5	9	15	16	20	21	30	8	10	11	12	14	19	22	35	36	37	0	2	84	939	0	0	0	4045	321	3	2	0	0	
0	7	17	19	20	23	30	33	38	39	2	4	8	11	12	14	18	28	29	31	0	3	77	736	390	0	1085	0	59	0	3	1	0	
2	8	10	13	17	22	25	32	34	35	0	3	5	12	15	20	24	27	30	38	1	0	10	1607	0	245772	1294	0	10	0	1	1	0	
