83	73
115	86
107	139
122	74
101	84
97	80
122	152
89	73
143	162
97	131
98	51
111	103
137	157
143	147
94	30
134	180
127	112
118	140
91	76
132	196
127	134
114	170
123	74
95	115
110	115
89	93
111	138
103	117
110	109
123	106
142	205
107	140
132	179
130	179
84	47
122	196
122	110
115	55
97	92
141	169
112	127
120	96
88	94
110	132
74	35
111	160
122	123
133	148
104	89
90	26
105	91
98	111
84	96
101	128
78	55
85	104
92	115
84	47
100	52
102	125
99	43
124	179
122	108
109	141
146	207
85	89
99	86
117	147
104	89
134	194
101	82
80	62
109	137
110	113
126	133
148	193
105	123
57	24
151	169
71	64
111	76
115	143
125	150
138	151
95	89
93	118
118	126
81	110
86	38
122	122
93	50
98	69
117	69
111	114
113	73
111	82
112	89
144	180
135	169
87	100
