133	185
124	124
102	59
114	126
144	181
134	197
95	59
111	71
95	126
108	119
126	180
117	140
91	67
89	48
113	112
111	108
136	163
125	185
109	105
109	157
113	99
110	120
142	150
104	82
101	63
117	142
102	86
151	207
85	86
88	45
115	92
108	85
107	83
120	166
103	144
77	26
96	75
108	154
100	101
100	55
130	143
118	143
90	83
116	192
92	62
116	166
109	105
99	103
127	127
93	25
137	174
135	161
71	18
118	124
117	151
119	133
107	116
103	81
142	169
109	119
101	77
148	194
99	98
120	111
131	140
117	142
98	134
114	135
90	83
93	120
140	150
70	56
114	94
96	74
103	126
96	115
105	155
104	104
141	152
79	39
111	116
124	119
98	82
122	151
102	124
113	116
125	165
148	171
107	132
96	90
93	123
82	32
130	161
118	145
127	166
109	105
112	133
113	122
149	184
96	110
