135	93
143	149
121	133
113	117
94	70
108	146
112	141
131	170
78	56
102	105
118	177
135	210
111	78
102	108
136	166
97	86
67	72
86	40
135	171
129	142
106	100
93	89
118	159
119	98
87	62
116	136
144	175
104	108
128	117
135	146
109	148
131	167
82	73
105	129
80	105
119	80
143	157
95	73
112	86
122	159
117	161
109	133
139	158
113	144
111	123
96	113
103	88
149	186
124	134
139	181
76	56
102	114
110	113
123	130
91	51
92	64
110	157
119	79
142	188
128	100
98	126
151	159
109	105
95	83
91	58
94	79
165	200
97	103
110	184
129	149
113	157
111	127
122	191
124	154
119	116
97	86
115	167
122	153
94	72
91	116
149	198
100	99
124	87
102	74
139	160
135	163
71	14
101	87
118	125
96	128
90	72
90	109
100	85
104	96
133	128
125	129
152	161
94	68
104	152
101	86
