138	157
99	84
109	130
125	152
120	109
104	102
109	116
78	32
99	99
108	143
102	114
111	109
182	220
116	119
85	64
83	71
88	96
87	87
128	196
122	127
137	159
106	179
78	62
93	109
129	121
127	196
76	47
106	116
126	114
97	81
97	102
111	112
141	163
108	185
129	206
92	49
91	81
108	119
154	209
101	113
107	115
102	130
84	87
101	93
68	40
101	70
89	89
132	160
130	178
122	165
124	171
86	46
106	41
123	148
131	140
114	137
101	104
130	92
86	53
145	167
91	85
112	116
143	196
111	96
113	151
114	193
97	122
159	220
101	95
126	165
125	128
104	99
112	88
156	197
119	152
126	125
104	140
100	73
101	83
119	155
96	86
99	134
112	124
108	105
74	32
135	166
100	101
117	120
103	132
124	193
111	124
95	128
108	164
103	96
145	147
91	92
108	87
132	148
122	201
115	171
