119	135
114	156
119	133
131	117
88	88
84	46
109	121
70	61
142	179
110	100
89	63
104	84
123	107
122	116
135	197
134	113
118	145
109	154
116	133
134	160
132	113
106	114
126	175
80	0
87	116
108	102
89	89
97	91
146	220
137	155
126	209
106	84
117	126
120	124
132	154
108	67
83	0
152	131
104	153
139	154
110	91
123	151
101	80
144	177
127	183
132	188
90	86
140	143
141	124
120	124
131	183
113	80
118	114
105	67
113	130
101	115
153	196
104	113
166	220
100	71
116	178
94	68
76	40
115	127
120	158
57	10
105	86
105	64
78	46
138	209
136	182
132	136
106	110
123	92
128	155
92	53
84	24
95	136
106	156
116	102
119	138
126	144
128	138
103	89
94	80
101	92
98	70
81	44
125	49
125	197
101	119
140	169
167	220
114	128
118	115
96	71
66	45
105	110
121	127
115	138
