121	130
80	90
125	125
129	183
153	220
124	139
90	100
91	76
97	98
108	174
104	69
126	166
92	113
91	116
100	83
115	147
114	24
105	78
140	208
106	115
105	92
107	97
110	80
93	118
114	131
102	108
132	199
90	68
125	84
134	179
114	123
102	92
107	151
129	131
122	141
116	97
105	126
105	72
119	116
99	98
101	116
115	151
124	161
144	168
105	78
127	182
94	73
117	88
125	110
127	137
62	17
112	177
116	111
113	83
112	130
108	159
87	98
129	154
131	181
124	200
96	70
91	45
93	78
85	69
113	122
126	140
135	112
143	176
129	143
106	148
114	110
82	96
121	135
92	162
74	53
104	113
123	170
103	124
126	185
95	105
105	95
122	126
82	67
108	110
81	97
105	93
89	63
125	153
119	168
89	99
145	148
96	97
98	118
133	126
129	117
86	65
123	112
119	185
91	70
137	143
