114	124
113	157
118	174
165	204
110	92
99	115
109	129
123	110
112	133
101	132
119	116
91	104
80	93
104	61
103	61
123	166
126	119
110	114
114	101
85	66
93	51
119	95
127	154
118	135
80	47
104	88
117	111
113	68
73	92
122	153
113	95
85	61
120	129
118	160
91	64
96	68
98	121
87	97
124	101
108	131
113	109
135	145
131	164
87	39
89	45
120	106
111	117
109	69
120	114
113	164
84	84
122	171
154	203
98	101
142	176
120	162
96	104
110	134
93	103
104	115
91	47
96	107
128	121
98	88
98	132
119	116
113	107
96	113
92	56
121	127
128	150
80	44
120	99
101	114
87	57
152	203
100	165
108	125
118	85
102	124
59	18
101	92
113	132
123	109
88	95
127	152
115	179
105	31
60	27
96	120
88	85
136	132
98	60
106	112
103	81
106	123
136	146
101	131
93	80
115	103
