114	134
89	53
85	70
134	179
98	111
130	152
96	54
109	184
97	92
112	147
126	154
110	168
112	103
100	64
121	133
106	102
84	84
118	105
138	203
108	131
132	78
100	117
113	146
83	59
123	146
143	195
86	122
97	74
109	96
104	136
134	151
118	123
111	125
144	199
55	43
112	163
101	120
108	63
102	114
120	145
132	140
158	196
121	160
133	207
124	127
152	182
90	46
129	120
143	183
148	196
133	146
77	56
149	188
75	82
121	167
130	131
105	168
77	14
111	97
112	110
147	210
114	111
57	59
115	151
120	209
114	142
137	176
108	171
137	147
104	144
135	116
106	90
119	112
121	151
84	90
107	88
108	182
151	220
107	137
165	220
104	58
87	109
90	23
107	87
92	130
94	71
106	77
127	151
93	46
129	169
131	154
110	147
101	102
128	171
98	114
71	59
74	61
101	80
82	76
106	121
