82	105
100	91
98	126
98	88
137	168
126	155
137	179
104	50
89	100
134	143
79	90
103	141
121	147
114	166
125	130
94	108
116	62
125	148
143	195
116	126
106	124
85	110
109	136
81	133
104	122
110	146
99	126
129	182
97	69
66	72
128	185
93	52
104	85
99	102
87	54
101	72
135	158
141	196
112	139
112	101
142	157
172	199
112	131
90	80
124	100
101	125
92	129
118	148
101	67
117	114
117	78
93	93
88	61
118	134
135	121
110	88
114	95
120	119
132	168
128	125
118	132
154	181
101	68
92	36
90	48
105	129
104	141
95	125
105	140
119	143
107	97
99	132
105	122
127	129
96	74
129	190
122	167
118	94
96	98
112	136
114	140
115	122
105	138
107	145
111	142
108	102
120	136
94	110
95	93
125	113
93	80
93	141
85	69
62	14
112	106
94	97
100	127
90	62
118	139
87	112
